collection||Sahih Muslim
hadith|325a|
hadith|325b|Bize Kuteybetü'bnü Saîd rivayet etti. (Dediki): Bize Vekî', Mis'ar'dan o da İbnî Cebir'den, o da Enes'den naklen rivayet etti. Enes şöyle demiş: Nebi (Sallallahu Aleyhi ve Sellem) bir müd (su) ile abdest alır. Bir sa' dan beş müdde kadar (su ile) yıkanırdı. NEVEVİ ŞERHİ 326.sayfada
hadith|326a|
hadith|326b|Bize Ebu Bekr b. Ebi Şeybe de tahdis etti. Bize İbn Uleyye tahdis etti (H). Bana Ali b. Hucr de tahdis etti. Bize İsmail, Ebu Reyhane'den tahdis etti. O Sefine'den -Ebu Bekr, Resulullah (Sallallahu aleyhi ve Sellem)'in arkadaşı (Sefine'den) dedi- dedi ki: Resulullah (Sallallahu aleyhi ve Sellem) bir sa' ile gusleder bir mudd ile abdest alırdı. Hadisin İbn Hucr yoluyla gelen rivayetinde: Ya da şöyle dedi: Bir mudd onun abdestine yeterdi. (Ebu Reyhane) ayrıca: O (Sefine) yaşlanmıştı ve ben onun hadisine pek güvenmiyordum, dedi. Diğer tahric: Tirmizi, 56; İbn Mace, 267 NEVEVİ ŞERHİ: "Bize Ebu Reyhane, Sefine' den tahdis etti." Ebu Reyhane' nin adı Abdullah b. Matar'dır. Ziyad b. Matar olduğu da söylenir. Sefine ise hem Resulullah (Sallallahu aleyhi ve Sellem)'in arkadaşı, hem onun azatlısıdır. Adının Mihran b. Ferruh olduğu söylendiği gibi, Mahran, Ruman, Kays, Umeyr, Şenbe olduğu da söylenir. Meşhur künyesi ise Ebu Abdurrahman'dır. Ebu'l-Bahteri olduğu da söylenmiştir. Ona Sefine deniliş sebebine gelince, o bir gazada arkadaşlarına ait çok miktardaki eşyayı taşımıştı. Bundan dolayı Nebi (Sallallahu aleyhi ve Sellem) ona: "Sen Sefine (bir gemi}sin" buyurmuştu. "Bize Ebu Bekr b. Ebi Şeybe tahdis etti ... Onun hadisine güvenmiyordum." Bu rivayette geçen "Resulullah (Sallallahu aleyhi ve Sellem)'in arkadaşı idi" sıfatı Sefine'ye aittir. Sözü geçen bu sözü söyleyen Ebu Bekr ise Ebu Bekr b. Ebi Şeybe'dir. Yani onu bu şekilde nitelendiren yalnızca Ebu Bekr b. Ebi Şeybe'dir. Ali b. Hucr ise onu bu şekilde nitelendirmeyip, sadece Sefine'den demekle yetinmiştir demek istemektedir. "Hadisine güvenmiyordum" ibaresinde güvenmek anlamındaki fiil peltek "se" harfi ile "vüsuk"tan gelmektedir. Asıl nüshaların çoğunda da böyledir. Bununla birlikte bir topluluk da bu fiili beğenmek ve ondan hoşnut olmak anlamında hemzeden sonra ye ve nun ve kaf harfleri ile rivayet etmişlerdir ki bu da beğenmek, razı olmak demektir. (4/8) "Yaşlanmışb" diyen zat Ebu Reyhane' dir. Yaşlandığı söylenen kişi de Sefine'dir. Müslim -yüce Allah'ın rahmeti ona- ise onun bu hadisini yalnız ona güvenerek zikretmiş değildir. Aksine o bu hadisi daha önce zikretmiş olduğu diğer hadislere mutabaat olmak üzere sözkonusu etmiştir. Allah en iyi bilendir. * Hayz Kitabı 3. ciltte devam etmektedir * DAVUDOĞLU AÇIKLAMA: Hadis-i şerif muhtelif rivayetleri ile Resulullah (Sallallahu Aleyhi ve Sellem) abdest ve guslü için ne kadar su sarf ettiğini göstermektedir. Müdd ile Sa'ın neler olduğu yukarıda kısaca arz edilmişti. Ancak sa' hakkında muhtelif rivayetler vardır. Bu husustaki tafsilatı «Tecrid-i Sarîh» mütercimi merhum Ahmed Naîm beyden dinleyelim. Naîm bey şöyle diyor: «Sa': Beş rıtl-ı Bağdadî ile bir sülüs rıtl (1/3) istîab eden kaba denir. Bir müdd de bir sa'ın dörtte biri miktarıdır. Bu Şafiîler-den Nevevî 'nin verdiği hesaptır. Ancak bu ölçek pek ihtilaflı olduğundan ihtilafların derecesini anlamak istiyenler Kamus Tercemesi'nden müdd, sa', mekkuk, rıtl kelimelerine müracaat edebilirler. (Aleyhisselatü vesselam)'efendimiz hazretlerinin muhtelif miktarlarda su ile abdest alıp iğtisal buyurduklarına dair diğer pek çok rivayetler de vardır. Buradaki miktarlar orta yapılı bir kimsenin yıkanacak azası üzerinden akacak suyun en az miktarını gösterir. Bedenin azası üzerinden su aktıktan sonra bu mikdarlardan da az su ile hades giderilebilir. İsraf dedirtmeyecek ziyadesiyle de caizdir. Medine-i Münevvere'de kullanılan müdd -ki fukaha arasında «Müdd-ü Nebevi» namıyla maruftur- (4/3) rıtıl miktan alan bir hacim ölçüsüdür. Dört müdd bir sa'dır. Ancak müdd ile sa'ın miktarlarını anlamak, mikyas tutulan rıtl'ın ne miktar olduğunu bilmeye bağlıdır. Rıtl'ın ise Bağdadîsi, Şamîsi vardır. Yani birinin küsuru İran, diğerinin ki Roma ölçüleri olup hesap edilince takrîbî bir miktar gösteren iki ölçektir. Rıtl-ı Bağdadî (130) daha doğrusu İmam Nevevî'nin tahkikine göre (900/7 ) dirhemdir. Esah olan ikinci takdir isede kesirli olduğundan buna (10/7) dirhem; diğer tabirle bir miskal katarak kesirsiz (130) dirhem itibar edilmiştir, deniliyor. (4/3) rıtl olan bir müdd-ü nebevi bu hesaba göre (1200/7) veya (130) dirhem hesabına göre (520/3) dirhem eder ki en doğru hesap ve takdire göre bir dirhem (3.0898) gram ettiğinden bu miktar su (0,530) yani yarım litreden biraz ziyadece bir şey tutar. Bu miktar bu gün sucuların kullandıkları su bardaklarından üçünün aldığı sudan azdır. Bu, İmam Şafîî ile Hîcaz fukahasının takdiri olup Ebu Hanife ile Irak fukahasına göre ise müdd, iki rıtl olduğundan abdest suyunun miktarı (1,06) litre eder ki; beş kadehten biraz ziyadecedir. Rıtl-ı Şamî : Kamus Tercümesi'nin rıtl maddesinde beyan edildiğine göre (12) okiyye ve her okiyye (40) dirhem olduğundan bu hesaba göre (480) ve bir müdd (620) dirhem olmak lazım gelirse de yine kamusun mekkük maddesinde tafsil edildiğine göre bir okiyye (5/3) istar bir istar (9/2 ) mıskal, bir miskal de (10/7) dirhem olduğundan bir rıtl yine İmam Nevevi'nin bildirdiği üzere (900/7) ve bir müdd (1200/7) dirhem olmuş olur. Bu hesaba göre okiyye Kamus müterciminin rıtl maddesinde dediği gibi kırk dirhem değil Hicazlılarm takdirine göre (75/7) ve Iraklıların takdirine göre (150/7) dirhem olmuş olur. Meğer ki o maddede dirhem namıyla gösterdiği, başka ölçü ola. Resul-i Ekrem (S.A.V.)'efendimiz hazretlerinin buradaki rivayete nazaran abdest suyu işte bu kadar az miktardadır. Gusül için kullandıkları su da bu rivayete nazaran dörtten beş müdd kadardır ki; o da (4800/7) den (6000/) dirhem eder ki aşağı yukarı (2,120) den (2,650) litreye kadar eder. Irak fukahasının müddu iki rıtl itibar ettiklerine göre ise bu miktar takriben (4,24) den (5,3) litreye kadardır. Müslim'in burada Ebu Bekr b. Ebî Şeybe 'den rivayet ettiği son hadisdeki tefsirinden anlaşılıyorki Ebu Bekr b. Ebi Şeybe Sefine'yi Resulullah (Sallallahu Aleyhi ve Sellem)'in sahabisi olmakla vasıflandırmış; Ali b. Hucr ise bu tavsifi yapmayarak sadece ismini anmakla iktifa etmiştir. Hadisin sonundaki: «Ihtiyarlamişti da ben onun hadisine itimad edemiyordum» cümlesini söyleyen Ebu Reyhane ihtiyarlıyandan maksad da Hz. Sefine'dir. Müslim (Rahimehullah) bu Hadisi ssir hadislere mütabaat için rivayet etmiştir
chapter||It is recommended to pour water over the head, and elsewhere, three times
hadith|327a|
hadith|327b|Bize Muhammed b. Beşşar da rivayet etti. (Dedi ki): Bize Muhammed b. Ca'fer rivayet etti. (Dediki): Bize Şu'be Ebu ishakdan, o da Süleyman b. Surad, Cubeyr b. Mut'im'den, o Nebi (Sallallahu aleyhi ve Sellem)'den rivayet ettiğine göre Allah Resulünün huzurunda cünüplükten dolayı gusletmek sözkonusu edilince "Ben ise başıma üç defa (su) boşaltırım" buyurdu. NEVEVİ ŞERHİ 329.sayfada
hadith|328|Bize Yahya b. Yahya ile İsmail b. Salim tahdis edip dediler ki: Bize Huşeym, Ebu Bişr'den haber verdi, o Ebu Süfyan'dan, o Cabir b. Abdullah'tan rivayet ettiğine göre Sakiflilerin heyeti Nebi (Sallallahu aleyhi ve Sellem)'e sorarak: Bizim yaşadığımız yerler soğuk yerlerdir, guslü nasıl yapacağız dediler. Allah Resulü (Sallallahu aleyhi ve Sellem): "Bana gelince, başımın üzerine üç defa (su) boşaltırım" buyurdu. İbn Salim rivayetinde dedi ki: Bize Huşeym tahdis etti, bize Ebu Bişr haber verdi. Ayrıca dedi ki: Sakifliler heyeti ey Allah'ın Resulü dediler. Yalnız Müslim rivayet ebniştir DAVUDOĞLU AÇIKLAMA: İmam Müslim (Rahimehullah) bu hadîsin rivayetinde de zaman zaman gösterdiği ilmî dirayet ve vukufunu göstermiştir. Şöyleki: Kavilerden Hüşeym müdellistir ve Ebu Bişr'den rivayet ederken hadis imamlarınca ihtilaflı olan «an» sığasını kullanmıştır. Bir müdellisin bu siga ile rivayet ettiği hadis hüccet olarak kabul edilmez. Meğer ki o hadisi şeyhinden işittiğini ispat eylesin. İşte Müslim, Salim'in rivayetinde Hüşeym'in bize Ebu Bişr haber verdi dediğini göstermekle şeyhinden işittiğini ispat etmiştir. Bu rivayetler de yukarıkilerin delalet ettikleri Ahkamın delillerindendir. NEVEVİ ŞERHİ 329.sayfada
hadith|329|Bize Muhammed b. El Müsenna da rivayet etti (Dediki): Bize Abdülvehhab yani Es-Sekafî rivayet etti (Dediki): Bize Ca'fer babasından, o da Cabir b. Abdillahtan naklen rivayet eyledi. Cabir b. Abdullah dedi ki: Resulullah (Sallallahu aleyhi ve Sellem) bir cünüplükten gusledeceği zaman başının üzerine üç avuç su dökerdi. el-Hasan b. Muhammed ona: Benim saçım çok fazladır deyince, Cabir dedi ki: Ben de ona: Kardeşimin oğlu Nebi (Sallallahu aleyhi ve Sellem)'in saçı senin saçından daha çok ve daha temizdi, dedim. Diğer tahric: İbn Mace, 577 -buna yakın DAVUDOĞLU AÇIKLAMA: Hasan b. Muhammed Hz. Cabir'e «Benim saçım çoktur» demekle başını yıkamak için üç avuç suyun yetmiyeceğini anlatmak istemiştir. Hz. Cabir de ona «Be kardeşim oğlu Resulullah (Sallallahu Aleyhi ve Sellem)in saçı senin saçından daha güzel ve daha temizdi» Cevabını vererek üç avuç su ona bile yeterdi sana'mı yetmeyecek demek istemiştir. NEVEVİ ŞERHİ (738-741): (738) "Süleyman b. Surad" meşhur bir sahabidir. "Surad" ismi munsariftir. "Resulullah (Sallallahu aleyhi ve Sellem)'in huzurunda gusül hakkında tartıştılar." Yani bu hususta kendi aralarında çekiştiler, kimisi gusül şöyle olur derken, başkaları böyle olur dediler. Bu hadisten ilmi konularda münakaşa ve tartışmanın caiz olduğu anlaşıldığı gibi fazilet itibariyle daha alt mertebede olanların daha faziletli kimsenin huzurunda tartışmalarını ve arkadaşların imamları ve büyükleri huzurunda çekişmelerinin caiz olduğu da anlaşılmaktadır. Resulullah (Sallallahu aleyhi ve Sellem)'in: "Ben de başıma üç avuç su dökerim. " Burada üç avuçtan maksat her bir seferde iki avucun dolu halidir. Hadiste guslederken başa üç defa su dökmenin müstehab olduğu anlaşılmaktadır ve bu üzerinde ittifak edilmiş bir husustur. Bizim mezhep alimlerimiz başa ve abdest azalarına kıyas yaparak vücudun diğer bölümlerini de bunun gibi değerlendirmişlerdir. Hem gusülde vücudun üç defa yıkanması abdeste göre daha evladır. Çünkü abdestin temeli külfetin hafifletilmesidir ve bir günde birkaç defa tekrarlanılabilen bir ameldir. Böyle bir am elde azalan üç defa yıkamak müstehab olduğuna göre gusülde bu öncelikle sözkonusudur. Bu hususta ayrıca görüş ayrılığı olduğunu da bilmiyoruz. Şu kadar var ki, kadılar kadısı mezhebimize mensup ve el-Havi adlı büyük eserin sahibi Ebu'l-Hasan el-Maverdi gusülde su dökmenin tekrar edilmesi müstehab değildir demiştir, bu ise şaz ve terkedilmiş bir görüştür. Bundan önceki babta da gusül için kullanılacak suyun en azı ile ilgili açıklamaları zikretmiş bulunmaktayız. Allah en iyi bilendir. (740) "Bize Yahya b. Yahya ve İsmail b. Salim tahdis edip dediler ki ... Cabir'den " Daha sonra Müslim bu hadisin nihayetinde: "İbn Salim rivayetinde dedi." Demektedir. Müslim' in bu ifadelerinde bu ilmin inceliklerinden pek büyük faydalı bir özellik vardır. Bu özellik de Müslim'in -yüce Allah'ın rahmeti ona- ilminin ne kadar geniş olduğunu da, bakış açısının ne kadar incelikli olduğunu da açıkça ortaya koymaktadır. O da şudur: Huşeym -yüce Allah'ın rahmeti ona- tediis yapan bir ravi idi. Önceki rivayette "an Ebi Bişr" demişti. Tediis yapan ravi ise "an" lafzı ile rivayette bulunacak olursa onun o hadisi kendisinden "an" diyerek rivayette bulunduğu kişiden sema' yoluyla aldığı tespit edilmedikçe bu şekildeki rivayeti delil gösterilemez. Böylelikle Müslim onun bu hadisi sema' yoluyla başka bir yoldan dinlediğinin sabit olduğunu beyan etmiş olmaktadır. Bu ise İbn Salim' in yapbğı rivayettir. O rivayetinde: Bize Ebu Bişr haber verdi, demiştir. Bu gibi inceliği bundan önce defalarca zikretmiş bulunuyoruz. Ebu Bişr'in adı Cafer b. Iyas'dır. Cafer b. Ebi Vahşiye de odur. Burada sözü geçen Ebu Süfyan'ın adı ise Talha b. Nafi"dir. Daha önce de açıklanmıştı. Allah en iyi bilendir
chapter||Ruling on the braids of a woman who is doing ghusl
hadith|330a|
hadith|330b|Bize Amr en-Nakid de tahdis etti, bize Yezid b. Harun tahdis etti (H). Bize Abd b. Humeyd de tahdis etti. Bize Abdurrezzak haber verdi. (Yezid ile birlikte) dediler ki: Bize es-Sevri, Eyyub b. Musa'dan bu isnad ile haber verdi. Abdurrezzak'ın hadisi rivayetinde ay halinden ve cünüplükten dolayı gusletmek için onu çözeyim mi, diye sordu, Allah Rasulü: "Hayır" buyurdu. Sonra hadisi İbn Uyeyne'nin hadisi rivayet ettiği manada zikretti
hadith|330c|Bu Hadîs-î bana Ahmed ed-Darimi dahî rivayet etti. (Dediki) Bize Zekeriya b. Adiy rivayet etti. (D.edi ki): Bize yezîd yanî İbni Zürey, Ravh b. Kaasim'den rivayet etti. (Dediki): Bize Eyyüb b. Musa bu isnadla rivayet etti. ve: «Onu cünüplükten dolayı çözerek yıkayayımmı?» dedi Hayzı zikretmedi. AÇIKLAMALAR 331.sayfada
hadith|331|Bana Yahya b. Yahya, Ebu Bekr b. Ebi Şeybe ve Ali b. Hucr birlikte İbn Uleyye'den tahdis ettiler. Yahya dedi ki: Bize İsmail b. Uleyye, Eyyub'dan haber verdi. O Ebu'z-Zubeyr'den, o Ubeyd b. Umeyr'den şöyle dediğini nakletti: Aişe (r.anha}'ya Abdullah b. Amr'ın gusledecekleri zaman saçlarını (örgülerini) çözmelerini kadınlara emrettiği haberi ulaşınca: Şu İbn Amr'a hayret doğrusu! Kadınlara gusledecekleri zaman başlarını (saç örgülerini) çözmelerini emrediyor. O halde niçin onlara saçlarını tıraş etmelerini emretmiyor. Andolsun ben Resulullah (Sallallahu aleyhi ve Sellem) ile birlikte aynı kaptan guslederdim de başıma üç defa su dökmekten fazla bir şey yapmıyordum. Diğer tahric: Nesai, 414 -buna yakın-; İbn Mace, 604 NEVEVİ ŞERHİ AŞAĞIDA DAVUDOĞLU AÇIKLAMA: Bu rivayetler gusül ederken kadının saçını çözmesi îcap etmediğini bildirmektedir. Dafr: Saç örgüsü yani pelik demektir. Bazıları bu kelimenin «Dufur» şeklinde okunacağını, dafr kıraetinin yanlış olduğunu iddia etmişlerse de bu iddia doğru değildir. Kelime iki şekilde de okunabilir. Ancak sabit ve muttasıl Hadislerde «Dafr» şeklinde zaptedildiği için o şekilde okunması tercih olunur. Hafne: Avuç dolusu demektir. Hadis-i rivayet eden Ümmül Müminin Seleme (Radiyallahu anha)'nın ismi Hind'dir. Hadîs'in ahkamı hakkında Nevevî şunları söyler.: «Cumhur ulema ile bizim mezhebimize göre yıkanan kadının saçlarının içine ve dışına su işlediği zaman onları çözmek vacip değildir. Peliklerini çözmeden içlerine su işlemiyecekse çözmek vacip olur. Ümmü Seleme Hadisi onun saçlarına çözmeden su işlediğine hamledilir. Çünkü suyu saçların her tarafına vardırmak vaciptr. Hatta İbrahim Nehai'den rivayet olunduğuna göre saçların içine su işlesin, işlemesin her halde onları çözmek vaciptir. Hasan-ı Basrî ile Tavus «Hayzdan yıkanırken saçların çözülmesi vacip, cünüplükten yıkanırken vacip değildir, demişlerdir. Bizim delilimiz Ümmü Seleme Hadis'idir. Erkeğin başında peliği bulunursa onun hükmü de kadın gibidir.» Hanefîlere göre yıkanırken su saçların dibine işlemek şartıyla kadının peliklerini çözmesi vacip değildir. Hatta Sahîh rivayete göre peliklerini ıslatmak dahî lazım değildir. «Hanefîlere» Bu Hadis haber-i vahittir. Binaenaleyh onunla Teala hazretlerinin «Cünüp olursanız tertemiz yıkanın.» ayet-i kerimesine ziyade edilemez, şeklinde bir itiraz da varid olamaz. Çünkü saç her cihetle bedenden değildir. Âyet-i Kerîmedeki emirse bedenin temizlenmesine aittir. Bir de gözlerin içi gibi zaruret yerleri yıkamaktan istisna edilmiştir. Zira bunda güçlük ve zarar vardır. Kadının saçını çözmesinde zarar yoksada güçlük vardır. Peliklerin ıslatılmasına gelince: Sahîh Kavle göre bu da vacip değildir çünkü bunda da güçlük vardır. İmam Hasan b. Ziyad'ın Ebu Hanîfe‘den bir rivayetine göre saçlar üç defa ıslanır ve her defasında sıkılır. Bu suretle aralarına suyun işlemesi temin edilir. Pelikler zaten çözülmüş ise Fakîh Ebu Cafer'den bir rivayete göre onları ıslatmak vacip olur. Erkeğin başında pelik bulunursa çözüp çözmeyeceği ihtilaflıdır. İhtiyaten çözmesi vaciptir. Nevevî diyorki; «Gerek cünüplükten gerekse hayz ve nifas gibi şeylerden yıkanma hususunda erkekle kadının hükmü birdir. Yalnız hayz ve nifastan yıkanan kadınların misk kullanmaları müstehabdır. Erkekler'e Misk kullanmak müstehab değildir. Kadın bakire ise yıkanırken suyu fercinin dahiline ulaştırması vacip değildir. Bakire değilse fercinin kaza-i hacete oturduğu zaman açılan yerlerini yıkaması vacip olur. Çünkü o yerler bedenin dış kısmı hükmündedir. İmam Şafiî ile ulemamızın ekserisi bu ciheti nassan beyan etmişlerdir. Ulemamızdan bazılarına göre bakire olmayan kadın'ın dahili fercini yıkaması vacip değildir. Bazıları da bunun hayz ve nifastan temizlenirken vacip olduğunu, cünüplükten temizlenirken vacip olmadığını söylerler. Fakat Sahîh olan birinci kavildir. Hanefilere göre kadının fercinin dış kısmını yıkaması vaciptir. Zira ağız hükmündedir. Parmağını dahile sokarak yıkaması vacip değildir. Fetvada buna göredir. Yani bu meselede Hanefilerle Şafiiler hemen hemen ittifak etmiş gibidirler. Sünnetsiz erkeğin avret mahallindeki kılıfın içini yıkaması müstehabtır. Hatta «En-Nevazil» nam eserde yıkanmasının vacip olduğu bildiriliyorsa da esah olan birinci kavildir. Hz. Abdullah b. Amr'in yıkanırken kadınlarına saçlarını çözmelerini emretmesi bunu vacip gördüğüne hamledilir. Şu halde yıkama emrini vermesi ya suyun ulaşması îcap eden saç diplerinin yıkanması içindir. Yahut onun mezhebine göre yıkanacak kadının mutlaka saçını çözmesi vaciptir. Nitekim İbrahim Nehai'nin mezhebi de budur. Bu takdirde İbni Amr (Radiyallahu anh) Ümmü Seleme ve Âişe (Radiyallahu Anhuma) hadîslerini duymamış demektir. Mamafih İbni Amr'm bu emri müstehab olmak üzere ihtiyaten vermiş olması da ihtimal dahilindedir. -Allahu A'lem- NEVEVİ ŞERHİ (742-745): (Bu babta) Ümmü Seleme (r.anha}'nın: "Ey Allah'ın Resulü, dedim ... buyurdu." Diğer (743) rivayette: "Ay hali ve cünüplük dolayısıyla çözeyim mi" hadisi ile bu manaya yakın (745) Aişe (r.anha}'nın rivayet ettiği hadis yer almaktadır. (742) "Saçımın 'örgülerini bağlıyorum" sözündeki "dafr: örgüler" kelimesinin bu şekildeki söylenişi muhaddisler, fakihler ve bagkaları nezdinde hadisin bilinen meşhur ve yaygın rivayeti bu şekildedir. Bu.da,ben saçımı sıkı ve sağlam örüyorum, demektir. İmam İbn Berri ise fukahanın lahni (yanlış telaffuzları) 'hakkında tasnif ettiği küçük kitapçığında şunları söylemektedir: Onların Ümmü Seleme'nin rivayet ettiği hadiste "saçımın örgülerini 'bağlıyorum" derken, -dat harfini fethalı, fe harfini sakin olarak "dafr" demeleri de bu tür yanlışiıklarındandır. Bunun doğrusu ise "dufur" olup, çoğulu ",dafira",dır. Ama onun bunu kabul.etmeyip, yanlış olduğunu ileri sürdüğü şekil •doğru değildir. Aksine doğrusu her iki şeklin de caiz olduğudur, bunların her birinin doğru bir anlamı vardır ama bizim önce sözünü ettiğimiz şeklin doğruluğu daha ağırlık kazanmaktadır. çünkü sabit ve muttasıl rivayetlerde sema yoluyla alınan odur. Allah en iyi bilendir. "Başına üç avuç su dökersin" buyruğu, diğer rivayetteki ile aynı anlamdadır. "Hafne" ne olursa olsun iıki avuç dolusu şeye denilir. Ümmü Seleme'nin adı Hind'dir. Ramke olduğu da söylenmiş ise de bunun hiçbir kıymeti yoktur. Bu Babtaki Hadislerden Çıkartılan Hükümlere Gelince: Bizim ve cumhurun mezhebine göre gusleden kadının, eğer su içten ve dıştan saçının dibine tamamen ulaşıyor ise saç örgülerini çözmesi vacip değildir. Eğer örgülerini çözmeden su ulaşamıyorsa o takdirde çözmesi icab eder. Um Seleme (r.anha) validemizin rivayet ettiği hadis de örgülerini çözmeksizin suyun saçının tamamına ulaşmış olduğu şeklinde yorumlanır; çünkü suyun bu şekilde ulaştırılması vaciptir. en-NehaI' den ise durum ne olursa olsun saçını çözmesinin vacip olduğu nakledilmiştir. Hasan ve Tavus'tan ise cünüplükte değil de, ay halinden guslederken çözülmenin vacip olduğunu söyledikleri nakledilmiştir. Delilimiz ise Ümmü Seleme'nin rivayet ettiği bu hadistir. Şayet erkeğin saçı da örgü yapılmışsa hükmü kadının hükmü gibidir. Allah en iyi bilendir. Erkeğin cünüplükten gusletmesi ile kadının cünüplükten, ay halinden ve loğusalıktan dolayı gusletmesi ve diğer meşru bütün gusül şekillerinde erkek ile kadının gusülleri aynıdır. Bundan ileride geleceği üzere ay halinden ve loğusalıktan dolayı gusleden kadın ile ilgili onun misk ile kokulandırılmış bir parça kullanması müstesnadır. Bundan önceki babta guslün eksiksiz nasıl yapılacağına dair açıklama geçmiş bulunmaktadır. Eğer gusleden kadın bakire ise, suyu fercinin içine ulaştırması vacip değildir. Eğer bakire değilse suyun ihtiyacını gidermesi için oturması halimde fercinin görünen kısmına ulaştırılması icap eder; çünkü bu durumda vücudunun dışı hükmünü alır. Şafil ve mezhebimize mensup ilim adamlarının çoğunluğu bunu böylece ifade etmişlerdir. Mezhebimize mensup bazı ilim adamları ise fercin içini yıkamak bakire olmayan kadına vacip değildir, demişlerdir. Bazıları ise bu, ay halinden ve loğusalıktan dolayı gusletmek halinde vaciptir, cünüplükten dolayı gusletmek halinde değildir demiştir; ama doğru olanı birincisidir. Allah en iyi bilendir. (745) Abdullah b. Amr (r.anh)'ın kadınlara gusledecekleri zaman saçlarının örgülerini çözmelerini emretmesi ise kadınlara bunu yapmalarının vacip olduğunu kastettiği ve bunun ise suyun saçlarının dibine varmadığı kimseler hakkında olduğu şeklinde yorumlanır yahut onun mezhebine (görüşüne) göre -en-Nehaı' den naklettiğimiz üzere- her durumda saçını çözmek icap eder ve Ümmü Seleme ile Aişe (r.anhuma)'nın rivayet ettikleri hadisin ona ulaşmamış olduğu kabul edilir. Bununla birlikte onun kadınlara böyle yapmalarının vacip olmak üzere değil de, müstehap olduğu ve ihtiyatlı olmak için emretmiş olma ihtimali de vardır. Şanı yüce Allah en iyi bilendir
chapter||It is recommended for the woman who is performing ghusl following menses to apply a piece of cloth scented with musk to the site of the bleeding
hadith|332a|
hadith|332b|Bana Ahmed b. Said ed-Darimi de tahdis etti: Bize Habban tahdis etti, bize Vuheyb tahdis etti. Bize Mansur annesinden tahdis etti, onun Aişe'den rivayetine göre bir kadın Nebi (Sallallahu aleyhi ve Sellem)'e (ay halinden) temizlendiğim zaman nasıl gusledeyim, diye sordu. Allah Rasulü: "Misk sürünmüş bir bez parçası alıp, onunla abdest al" buyurdu sonra (Habban) hadisi Süfyan'ın rivayetine yakın olarak zikretti
hadith|332c|Bize Muhammed b. Müsenna ve İbn Beşşar tahdis etti. İbn Müsenna dedi ki: Bize Muhammed b. Cafer tahdis etti. Bize Şu'be, İbrahim b. Muhacir'den şöyle dediğini tahdis etti: Safiye'yi, Aişe'den tahdis ederken dinledim: Esma, Nebi (Sallallahu aleyhi ve Sellem)'e ay halinden dolayı gusletmek hakkında soru sordu. Allah Resulü: "Sizden herhangi bir kadın (ay halinden dolayı gusledecek olursa) suyunu ve hoş kokulu sidresini (çöven otunu) alır ve iyice temizlenir. Sonra başının üzerine su dökerek su saçlarının diplerine varıncaya kadar iyice ovalar sonra üzerine su döker sonra misk ile kokulandırılmış bir bez parçası alarak onunla temizlenir" buyurdu. Esma: Onunla nasıl temizlenir, dedi. Allah Resulü: "Subhanallah! Onunla temizleniverirsin işte" buyurdu. Aişe -sözünü gizlemek istercesine-:Kanın iz bıraktığı yere sürersin, dedi. Sonra Esma ona cünüplükten dolayı gusletmek hakkında soru sordu. Allah Resulü: "Su alarak temizlenir, güzel bir şekilde temizliğini yapar -yahut- temizliğini ileri dereceye kadar götürür sonra başına su döküp saçının diplerine varıncaya kadar başını iyice ovalar sonra da üzerine su döker" buyurdu. Aişe: Ensar kadınları ne iyi kadınlardır, haya etmek onları din hakkında gerektiği gibi bilgi sahibi olmalarını engellemedi, dedi. Diğer tahric: Ebu Davud, 314, 315, 316; İbn Mace
hadith|332d|Bize Ubeydullah b. Muaz da tahdis etti, bize babam tahdis etti. Bize Şu'be bu isnad ile buna yakın olarak rivayet etti ve şöyle dedi: Resulullah (Sallallahu aleyhi ve Sellem): "Subhanallah, onunla temizlenirsin işte" buyurdu ve örtündü
