collection||Sahih Muslim
hadith|126|Сообщается, что Ибн ‘Аббас сказал: «Когда был ниспослан этот аят, (в котором говорится): “Обнаружите ли вы то, что в ваших душах, или утаите, Аллах предъявит вам счет за это” (сура «аль-Бакара», аят 284), в сердцах сподвижников появилось что-то (из страха), чего не было раньше. И Пророк ﷺ сказал: “Говорите: «Слушаем, повинуемся и предаёмся!»”. Тогда Аллах вселил в их сердца веру, и Всевышний Аллах ниспослал: “Аллах не возлагает на человека сверх его возможностей. Ему достанется то, что он приобрел, и против него будет то, что он приобрел. Господь наш! Не наказывай нас, если мы позабыли или ошиблись” (сура «аль-Бакара», аят 286). Он сказал: “Я так и сделал”. “Господь наш! Не возлагай на нас бремя, которое Ты возложил на наших предшественников” (сура «аль-Бакара», аят 286). Он сказал: “Я так и сделал”. “Прости нас и помилуй! Ты наш Покровитель” (сура «аль-Бакара», аят 286). Он сказал: “Я так и сделал”»
chapter||
hadith|127a|
hadith|127b|(…) Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Поистине, Великий и Могучий Аллах простит (членам) моей общины те речи, которые будут вести их души если (люди) не станут делать этого или говорить об этом (вслух)»
hadith|127c|Этот хадис подобен предыдущему, но с другим иснадом
chapter||
hadith|128a|
hadith|128b|(…) Сообщается со слов Абу Хурайра, что Посланник Аллаха ﷺ сказал: «Великий и Могучий Аллах сказал: “Если решит раб Мой совершить добрый поступок, но не совершит его, Я запишу ему одно благодеяние, а если он совершит его, то Я запишу ему от десяти до семисот добрых дел. Если же он решит совершить дурной поступок, но не совершит его, то Я не запишу его за ним, если же он совершит его, то Я запишу ему один дурной поступок”»
hadith|129|Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Великий и Могучий Аллах сказал: “Если раб Мой скажет, что совершит доброе дело, но не совершит его, Я запишу за ним совершение (одного) доброго дела, если же он совершит его, то Я запишу за ним совершение десяти (таких дел). Если он скажет, что совершит дурное дело, Я прощу ему это при условии, что он не совершит его, если же он совершит его, то Я запишу за ним совершение (только этого дела)”».И Посланник Аллаха ﷺ сказал: «Ангелы говорят: “Господь мой, этот Твой раб хочет совершить дурное дело”, о чём лучше всех знает (Аллах, Который) говорит: “Наблюдайте за ним. Если он совершит (нечто дурное), запишите за ним совершение (только этого дела), а если откажется от (совершения дурного), запишите за ним совершение доброго дела, ибо он отказался от этого ради Меня”».И Посланник Аллаха ﷺ сказал: «Если любой из вас, кто станет исповедовать ислам должным образом, за каждое доброе дело, которое он совершит, ему будет записываться (совершение) от десяти до семисот и более добрых дел, а за каждое дурное дело совершение (только этого дела), и так будет продолжаться, пока (человек) не встретит Аллаха»
hadith|130|Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Тому, кто вознамерится совершить благодеяние, но не совершит его, будет записано (одно) благодеяние. Тому же кто, вознамерится совершить благодеяние и совершит его, будет записано от десяти благодеяний до семисот. Тому, кто вознамерится совершить злодеяние, но не совершит его, оно записано не будет. Если же он совершит его, то оно будет записано»
hadith|131a|
hadith|131b|(…) В другой версии этого хадиса он добавил: «…и Аллах сотрёт его, и погибнет у Аллаха только (действительно) погибший»
chapter||
hadith|132a|
hadith|132b|(…) Сообщается (другим иснадом), что Абу Хурайра передал от Пророка ﷺ хадис, подобный предыдущему
hadith|133|Сообщается, что ‘Абдуллах сказал: «Однажды Посланника Аллаха ﷺ спросили о наущениях (шайтана), и он ответил: “Это есть чистая вера!”»
hadith|134a|
hadith|134b|(…) Сообщается от Хишама ибн ‘Урвы с тем же иснадом, что Посланник Аллаха ﷺ сказал: «Шайтан может явиться к любому из вас и сказать: “Кто создал небеса? Кто создал землю?” (Человек) скажет: “Аллах”». Так до конца предыдущего хадиса, но в конце он добавил: «…и Его посланников»
hadith|134c|(…) Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Шайтан может явиться к любому из вас и сказать: “Кто создал это и это?” (и он будет продолжать задавать такие вопросы,) пока не спросит: “Кто создал твоего Господа?” и когда он дойдёт до этого, пусть человек обратится за защитой к Аллаху и прекратит (думать об этом)»
hadith|134d|(…) Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Шайтан может явиться к рабу (Аллаха) и сказать: “Кто создал это и это?”». Далее подобно предыдущему хадису
hadith|135a|
hadith|135b|Сообщается со слов Мухаммада, что Абу Хурайра сказал: «Люди не перестанут…» подобно предыдущему хадису, но не упомянул в нём Пророка ﷺ, однако сказал в конце хадиса: «Правду сказали Аллах и Его посланник»
hadith|135c|(…) Сообщается, что Абу Хурайра сказал: «Посланник Аллаха сказал мне: “(Стремясь к приобретению) знания, люди не перестанут расспрашивать тебя, о Абу Хурайра пока не скажут: “Это Аллах, а кто создал Аллаха?””. И однажды, когда я находился в мечети, ко мне неожиданно подошли люди из числа бедуинов и сказали: “О Абу Хурайра, Аллах создал нас, а кто создал Аллаха?”». (Передатчик этого хадиса) сказал: «Тогда он взял горсть мелких камешков, бросил в них ими и воскликнул: “Уходите, уходите! Правду сказал мой любимейший друг /халиль/”»
hadith|135d|(…) Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Люди станут спрашивать вас обо всём, пока не скажут: “Аллах всё, а кто создал Его?”»
hadith|136a|
hadith|136b|Сообщается, что Анас передал от Пророка ﷺ хадис, подобный предыдущему, но без слов: «Аллах сказал: “Поистине, члены твоей общины…”»
chapter||
hadith|137a|
hadith|137b|(…) Сообщается, что Абу Умама аль-Хариси рассказал, что слышал от Посланника Аллаха ﷺ хадис, подобный предыдущему
hadith|138a|
hadith|138b|(…) Сообщается, что ‘Абдуллах сказал: «Кто принёс ложную клятву (Аллахом), чтобы таким образом присвоить имущество, тот встретит Аллаха разгневанным на него». Затем он рассказал хадис, подобный предыдущему, но в этой версии он сказал: «(Однажды) между мной и одним человеком возникла тяжба в отношении колодца, и мы обратились с этим спором к Посланнику Аллаха ﷺ, и (Посланник Аллаха ﷺ) сказал: “(Приведи) двух (своих) свидетелей или пусть он поклянётся”»
hadith|138c|(…) Сообщается, что Ибн Мас‘уд рассказал, что он слышал, как Посланник Аллаха ﷺ сказал: «Тот, кто даст (лживую) клятву с целью присвоения имущества мусульманина безо всякого права, встретит Аллаха так, что Аллах будет на него в гневе». ‘Абдуллах сказал: «Затем Посланник Аллаха ﷺ зачитал нам подтверждение этих слов в Книге Аллаха: “Воистину, тем, которые продают завет с Аллахом и свои клятвы за ничтожную цену, нет доли в Последней жизни. Аллах не станет говорить с ними, не посмотрит на них в День воскресения и не очистит их. Им уготованы мучительные страдания” (сура «Али ‘Имран», аят 77)»
hadith|139a|
hadith|139b|(…) Сообщается, что Ваиль ибн Худжр рассказывал: «Однажды, когда я был у Посланника Аллаха ﷺ, к нему пришли два человека, между которыми возникла тяжба из-за земли, и один из них сказал: “О Посланник Аллаха, этот человек присвоил мою землю во времена джахилиййи”. (Посланник Аллаха ﷺ) спросил: “(Есть ли у) тебя доказательство (на твоё заявление)?” Тот ответил: “У меня нет доказательства”. (Пророк ﷺ) сказал: “Он поклянётся перед тобой”. Тот человек сказал: “Тогда он (просто поклянётся) и присвоит моё имущество!” Но (Пророк ﷺ) ответил: “(Если у тебя нет доказательств), ты можешь получить лишь его клятву!” Когда (тот человек) встал, чтобы принести клятву, Посланник Аллаха ﷺ сказал: “Тот, кто присвоит землю несправедливо, встретит Аллаха разгневанным на него”»
chapter||
hadith|140|Сообщается, что Абу Хурайра, да будет доволен им Аллах, сказал: «(Однажды) один человек пришёл к Посланнику Аллаха ﷺ и спросил: “О Посланник Аллаха, скажи, (что я должен делать), если (ко мне) явится человек, желающий отобрать моё имущество?” (Пророк ﷺ) сказал: “Не отдавай ему своё имущество”. (Этот человек) спросил: “А если он (нападёт) на меня?” (Пророк ﷺ) сказал: “Сразись с ним”. (Человек) спросил: “Скажи, а если он убьёт меня?” (Пророк ﷺ) сказал: “Тогда ты (станешь) шахидом”. (Человек) спросил: “А если я убью его?” (Пророк ﷺ) сказал: “Тогда он (окажется) в Огне”»
hadith|141a|
hadith|141b|
chapter||
hadith|142a|
hadith|142b|(…) Сообщается, что аль-Хасан сказал: «‘Убайдуллах ибн Зияд зашёл к Ма‘кылю ибн Ясару, когда тот болел, попросил его (рассказать хадис), и Ма‘кыль сказал: “Поистине, я расскажу тебе хадис, который я тебе ещё рассказывал. Поистине, Посланник Аллаха ﷺ сказал: “Если Аллах отдаст под опеку кому-либо (из Своих) рабов подданных, а тот умрёт, обманывая их, то Аллах непременно сделает Рай запретным для него”. (‘Убайдуллах) спросил: “Разве ты не рассказывал мне этот хадис раньше?” (Ма‘кыль) ответил: “Нет, я тебе его не рассказывал”»
hadith|142c|(…) Сообщается, что аль-Хасан сказал: «Однажды мы пришли навестить Ма‘кыля ибн Ясара, и (в этот момент) к нам зашёл ‘Убайдуллах ибн Зияд, и тогда Ма‘кыль сказал ему: “Я расскажу тебе хадис, который я слышал от Посланника Аллаха ﷺ…”». Затем он упомянул хадис, подобный предыдущим
hadith|142d|(…) Сообщается, что Абу аль-Малих рассказал, что, когда ‘Убайдуллах ибн Зияд навестил Ма‘кыля ибн Ясара во время его болезни, Ма‘кыль сказал ему: «Я передам тебе хадис, и если бы я не был в предсмертном состоянии, то не передал бы тебе его. Поистине, я слышал, как Посланник Аллаха ﷺ сказал: “Кто бы из правителей не получил власть над делами мусульман, после чего не прилагал усилий (в разрешении их проблем) и не относился к ним чистосердечно, он не войдёт в Рай вместе с ними”»
chapter||
hadith|143a|
hadith|143b|Этот хадис подобен предыдущему, но с другим иснадом
chapter||
hadith|144a|
hadith|144b|
hadith|144c|
hadith|145|Сообщается, что Абу Хурайра (да будет доволен им Аллах) сказал: «Посланник Аллаха ﷺ сказал: “Ислам начался чуждым и вернётся также чуждым, как и начался. И Туба (дерево в Раю) чуждым /гъурабаъ/”»
hadith|146|Передают со слов Ибн ‘Умара (да будет доволен Аллах ими обоими), что Пророк ﷺ сказал: «Поистине, Ислам начался чуждым и вернётся также чуждым, как и начался, и соберётся между двумя мечетями, подобно змее, которая сворачивается в своей норе»
hadith|147|Передают со слов Абу Хурайры, да будет доволен им Аллах, что Посланник Аллаха ﷺ сказал: «Поистине, вера непременно вернётся в Медину подобно тому, как змея возвращается в свою нору (в случае опасности)»
chapter||
hadith|148a|
hadith|148b|Передают со слов Сабита, что Анас (да будет доволен им Аллах) сказал: Посланник Аллаха ﷺ сказал: «Не наступит Час, пока кто-либо будет произносить: “Аллах! Аллах!”»
chapter||
hadith|149|Сообщается, что Хузейфа сказал: «(Однажды) когда мы находились в обществе Посланника Аллаха ﷺ, он сказал: “Подсчитайте для меня, сколько (людей) говорят, (что они приняли) ислам”. Мы стали говорить: “О посланник Аллаха, так ты боишься за нас? Ведь нас насчитывается от шестисот до семисот (человек)!” Тогда (Пророк ﷺ) сказал: “Поистине, вы не знаете, что можете подвергнуться испытаниям”. А потом мы действительно подверглись испытаниям, и некоторым из нас даже приходилось молиться только тайно»
chapter||
hadith|150a|
hadith|150b|(…) Сообщается, что ‘Амир ибн Са‘д передал, что его отец сказал: «Однажды Посланник Аллаха ﷺ оделил подарками группу людей, среди которых сидел и я. При этом Посланник Аллаха ﷺ ничего не дал одному человеку, который нравился мне больше всех из них. Я спросил: “О Посланник Аллаха, почему ты так отнёсся к такому-то? Клянусь Аллахом, я считаю, что он верующий!” Посланник Аллаха ﷺ сказал: “Или мусульманин”. Я помолчал немного, но мне не давало покоя то, что я знал об этом человеке, и я снова спросил: “О, Посланник Аллаха! Почему ты так отнёсся к такому-то? Клянусь Аллахом, я считаю, что он верующий!” Он сказал: “Или мусульманин”. Я снова немного помолчал, но мне не давало покоя то, что я знал об этом человеке, и я снова спросил: “О, Посланник Аллаха! Почему ты так отнёсся к такому-то? Клянусь Аллахом, я считаю, что он верующий!” Он сказал: “Или мусульманин. Поистине, (иногда) я даю человеку в то время, как другой любимей для меня чем он, из страха, что он может быть ввергнут лицом в Огонь”»
hadith|150c|(…) Сообщается, что ‘Амир ибн Са‘д передал, что его отец сказал: «Однажды Посланник Аллаха ﷺ оделил подарками группу людей, среди которых сидел и я». Далее подобно предыдущему хадису, но в этой версии он добавил: «…Я подошел к Посланнику Аллаха ﷺ и тайно спросил его: “Почему ты так отнёсся к такому-то?…»
hadith|150d|(…) Этот же хадис был передан от Мухаммада ибн Са‘да, но в его версии он также сказал следующее: «Посланник Аллаха ﷺ ударил меня (в участок) между шеей и двумя лопатками, и сказал: “Ты сражаешься со мной, о Са‘д? Поистине, (иногда) я даю человеку…”»
chapter||
hadith|151a|
hadith|151b|(…) Этот хадис подобен предыдущему, но в этой версии он сказал: «“…но чтобы успокоилось сердце моё!”» (сура «аль-Бакара, аят 260). Затем он прочитал этот аят до конца»
chapter||
hadith|152|Передают со слов Абу Хурайры (да будет доволен им Аллах), что Пророк ﷺ сказал: «Каждому пророку даровалось из знамений то, благодаря чему люди начинали верить в него, что же касается меня, то мне были дарованы откровения, которые Аллах внушал мне, и я надеюсь, что в День воскресения у меня окажется больше последователей, чем у любого из них».Глава: Обязательность веры людей Писания в послание ислама
hadith|153|Сообщается со слов Абу Хурайры, да будет доволен им Аллах, что Посланник Аллаха ﷺ сказал: «Клянусь Тем, в Чьей длани душа Мухаммада, если какой-нибудь иудей или христианин из этой общины услышит обо мне, а потом умрёт, не уверовав в то, с чем я был послан, он обязательно окажется (одним) из обитателей Огня!»
hadith|154a|
chapter||
hadith|155a|
hadith|155b|В версии Ибн ‘Уейны он сказал: «…Справедливый предводитель и судья». В версии Юнуса он сказал: «…Справедливый судья», и не упомянул «справедливого предводителя». В версии Салиха он сказал: «Беспристрастный судья». А в версии, которую передал аль-Лейс, он также добавил: «…И один земной поклон будет лучше этой жизни и всего, что в ней есть». Затем Абу Хурайра сказал: «Если хотите читайте: “Среди людей Писания не останется такого, который не уверует в него до его смерти, а в День воскресения он будет свидетелем против них” (сура “ан-Ниса”, аят 159)»
hadith|155c|Сообщается, что Абу Хурайра (да будет доволен им Аллах) сказал: «Посланник Аллаха ﷺ сказал: “Клянусь Аллахом, сын Марьям непременно сойдёт (с небес и бу­дет судить вас) как справедливый судья, и сломает крест, и уничтожит свиней, и отменит джизью, а молодые верблюдицы будут предоставлены сами себе, и (люди) не будут стремиться (приобретать) их, и ис­чезнут взаимные злоба, ненависть и зависть, и будет он предлагать (людям брать) деньги, но никто их не примет”»
hadith|155d|(…) Сообщается со слов Абу Хурайры, что (однажды) Посланник Аллаха ﷺ спросил (людей): «Каково будет ваше состояние, когда спустится к вам сын Марьям, а проводить с вами молитву будет (один) из вас?»
hadith|155e|(…) Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Каково будет ваше состояние, когда спустится к вам сын Марьям и станет вашим предводителем?»
hadith|155f|(…) Сообщается со слов Абу Хурайры, что (однажды) Посланник Аллаха ﷺ спросил (людей): «Каково будет ваше состояние, когда спустится к вам сын Марьям, а проводить с вами молитву будет (один) из вас?».(Аль-Валид ибн Муслим сказал): «Я сказал Ибн Аби Зи’бу: “Аль-Ауза’и передал нам со слов аз-Зухри, что Нафи’ передал, что Абу Хурайра сказал: “…А вашим имамом (будет один) из вас”». Ибн Абу Зи’б спросил: «Знаешь ли ты, что (означают слова): “…а проводить с вами молитву будет (один) из вас”?» Я сказал: «Скажи мне». Он сказал: «(Это значит, что) он будет проводить с вами молитву согласно Писанию вашего Господа и сунне вашего Пророка ﷺ»
hadith|156|Сообщается, что Джабир ибн ‘Абдуллах сказал: «Я слышал, как Пророк ﷺ сказал: “Группа (людей) из моей общины будет сражаться ради истины, побеждая (своих врагов), до самого дня Воскресения”. (Кроме того, Пророк ﷺ) сказал: “(А потом с неба) спустится ‘Иса, сын Марьям и повелитель (этих мусульман) скажет (ему): “Подойди и проведи с нами молитву”, (‘Иса) же скажет: “Нет! Поистине, Аллах почтил (членов) этой общины, (в силу чего) вы являетесь повелителями друг друга”»
chapter||
hadith|157a|
hadith|157b|Сообщается, что Абу Хурайра передал от Пророка ﷺ хадис, подобный предыдущему
hadith|158|Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Не принесёт человеку пользы вера его, если не уверует он раньше и не обретёт блага в вере своей, когда будут явлены три (знамения): восход солнца оттуда, где оно заходит, (появление) Даджаля и (появление из) земли животного»
hadith|159a|
hadith|159b|(…) Сообщается со слов Абу Зарра, что однажды Пророк ﷺ сказал: «Знаете ли вы, куда уходит это солнце?» Подобно предыдущему хадису
hadith|159c|(…) Сообщается, что Абу Зарр сказал: «Как-то раз я зашёл в мечеть, а Посланник Аллаха ﷺ находился в сидячем положении. И когда солнце уже зашло, он сказал: “О Абу Зарр! Знаешь ли ты, куда оно направляется?” Я сказал: “Аллах и посланник Его знают об этом лучше”. (Тогда Пророк ﷺ.) сказал: “Поистине, оно движется, после чего испрашивает позволения склонится в земном поклоне и ему позволят сделать это. И тогда ему будет сказано: ‹Возвращайся туда, откуда явилось!› Так оно взойдёт на западе“. А потом он прочёл (слова Аллаха): “Это его местопребывание”» как это звучит в чтении ‘Абдуллаха ибн Мас‘уда
hadith|159d|(…) Сообщается, что Абу Зарр сказал: «Я спросил у Посланника Аллаха ﷺ о значении слов Всевышнего Аллаха: “Солнце плывёт к своему местопребыванию” (Сура “Йасин”, аят 38). И он сказал: “Его местопребывание находится под Троном”»
chapter||
hadith|160a|
hadith|160b|(…) Сообщается, что ‘Аиша сказала: «Ниспослание откровений Посланнику Аллаха ﷺ началось…». Затем он привёл хадис полностью подобно предыдущему с той лишь разницей, что в этой версии он сказал: «…Клянусь Аллахом, Аллах никогда не опечалит тебя…», а также он передал, что Хадиджа сказала: «О сын моего дяди, выслушай сына своего брата»
hadith|160c|(…) Сообщается, что ‘Аиша, да будет доволен ею Аллах, сказала: «Тогда (Пророк ﷺ) вернулся к Хадидже, его сердце сильно билось (от страха)…». Далее подобно предыдущим хадисам, но с небольшими изменениями
hadith|161a|
hadith|161b|(…) Сообщается от Джабира ибн ‘Абдуллаха, что Посланник Аллаха ﷺ сказал: «Затем настал период, когда откровение перестало приходить ко мне. И (как-то раз) я шёл (по дороге)…». Затем он рассказал подобно предыдущему хадису, но в этой версии он сказал: «…Я так испугался его, что упал на землю». А также он сказал: «Абу Саляма сказал: «“Ар-риджз” это идолы. После этого откровения возобновились с новой силой и стали приходить одно за другим»
hadith|161c|Этот хадис с другим иснадом, и здесь он сказал: «Тогда Всевышний и Всеблагой Аллах ниспослал: “О завернувшийся! Встань и увещевай, и Господа своего возвеличивай, и одежды свои очищай, и идолов /риджз/ сторонись” (сура “аль-Муддассир”, аят1-5) “Ар-риджз” это идолы. Это было до того, как молитва стала обязательной»
hadith|161d|(…) Сообщается, что Яхья рассказывал: «Однажды я спросил Абу Саляму о первом, что было ниспослано из Корана, и он ответил: “О завернувшийся!” Я сказал: “А может это было: “Читай…”?” Тогда Абу Саляма сказал: “(Однажды) я спросил Джабира ибн ‘Абдуллаха: “Что из Корана было ниспослано первым?” Он ответил: “О завернувшийся!” Я сказал: “Мне сообщили, что это было: “А может это было: “Читай…”?” Джабир сказал: “Я вам расскажу только то, что нам рассказал Посланник Аллаха ﷺ. Посланник Аллаха ﷺ сказал: “Я уединялся в пещере Хира в течение месяца, и когда закончилось моё уединение, я спустился и услышал голос, зовущий меня. Я посмотрел перед собой, назад, направо и налево, но никого не увидел. Затем (кто-то) снова позвал меня, я посмотрел, но никого не увидел. Затем (кто-то) снова позвал меня, я поднял голову и увидел его, то есть Джибриля, сидящего на троне в воздухе. Тут меня охватила сильная дрожь, я пришёл к Хадидже и сказал: “Укройте меня!” Меня укрыли, и облили водой, затем Великий и Могучий Аллах ниспослал: “О завернувшийся! Встань и увещевай, и Господа своего возвеличивай, и одежды свои очищай…” (сура “аль-Муддассир”, аят 2)»
hadith|161e|(…) В этой версии он сказал: «…и увидел его (Джибриля), сидящего на троне между небом и землёй»
chapter||
hadith|162a|
hadith|162b|(…) Сообщается со слов Анаса ибн Малика, что Посланник Аллаха ﷺ сказал: «Ко мне пришли (ангелы) и отвели меня к Замзаму, после этого моя грудь была раскрыта и омыта водой Замзама, затем я был оставлен»
hadith|162c|(…) Сообщается со слов Анаса ибн Малика о том, что к Посланнику Аллаха ﷺ пришёл Джибриль в то время, когда он играл с мальчиками. Он схватил его, повалил на землю, рассек ему грудь, достал сердце, извлек оттуда сгусток крови и сказал: “Это удел шайтана в тебе!” Затем он омыл его (сердце) водой Замзама в золотом тазу, привёл его в прежнее состояние и вернул на своё место. Мальчики прибежали к его матери (т.е. к его кормилице или к её мужу) и сказали: “Мухаммада убили!” Когда они встретили его, он был с изменившимся цветом (лица)».Анас сказал: «И я видел на его груди следы от этого шва»
hadith|162|(…) Сообщается, что Анас ибн Малик, рассказывавший о ночи вознесения Посланника Аллаха ﷺ из мечети Каабы, сказал: «(Однажды, когда Пророк ﷺ) спал в Запретной мечети ещё до того, как ему начали ниспосылаться откровения, к нему явились трое…». Затем он рассказал хадис подобно предыдущим, но немного добавив к нему и убавив
hadith|163|Сообщается со слов Анаса ибн Малика, да будет доволен им Аллах, о том, что Абу Зарр рассказывал, что Посланник Аллаха ﷺ сказал: «Когда я находился в Мекке, кровля моего дома раскрылась, и сверху спустился Джибриль, который открыл мне грудь и омыл её изнутри водой Замзама. Затем он принёс золотой таз, наполненный мудростью и верой, вылил (его содержимое) мне в грудь и закрыл её, а затем взял меня за руку и вознёсся со мной к низшему небу. Когда я достиг низшего неба, Джибриль сказал хранителю его (врат): “Открывай!” (Хранитель) спросил: “Кто это?” (Джибриль) ответил: “Это Джибриль”. (Хранитель) спросил: “Есть ли с тобой кто-нибудь?” (Джибриль) ответил: “Да, со мной Мухаммад ﷺ”. (Хранитель) спросил: “За ним посылали?” (Джибриль) сказал: “Да”. После того как он открыл (врата), мы поднялись на низшее небо и увидели сидящего человека, справа и слева от которого находилось множество людей, и когда этот человек смотрел направо, он смеялся, а когда смотрел налево, плакал. (Увидев меня,) он сказал: “Добро пожаловать праведному пророку и праведному сыну!” Я спросил Джибриля: “Кто это?” Он ответил: “Это Адам, а множество людей, стоящих справа и слева от него, это души его потомков. Стоящие справа попадут в Рай, а стоящие слева окажутся в Аду, и (поэтому) он смеётся, когда смотрит направо, и плачет, когда смотрит налево”. (Затем) он вознёсся со мной ко второму небу и сказал хранителю его (врат): “Открывай!” Этот хранитель сказал ему то же самое, что и хранитель (врат нижнего неба), и открыл (врата)».Анас сказал: «И Абу Зарр упомянул, что (Пророк ﷺ) встретил на (разных) небесах Идриса, Мусу, ‘Ису и Ибрахима, не упомянув о том, где именно они находились, и сказав только, что он встретил Адама на нижнем небе, а Ибрахима на шестом».Анас сказал: «Когда Джибриль (с Посланником Аллаха ﷺ) проходили мимо Идриса, (Идрис) сказал: “Добро пожаловать праведному пророку и праведному брату!”».(Пророк ﷺ) сказал: «Я спросил: “Кто это?” (Джибриль) ответил: “Это Идрис”. Потом я прошёл мимо Мусы, который сказал: “Добро пожаловать праведному пророку и праведному брату!” Я спросил: “Кто это?” (Джибриль) ответил: “Это Муса”. Потом я прошёл мимо ‘Исы, который сказал: “Добро пожаловать праведному брату и праведному пророку!” Я спросил: “Кто это?” (Джибриль) ответил: “Это ‘Иса сын Марьям”. Затем я прошёл мимо Ибрахима, который сказал: “Добро пожаловать праведному пророку и праведному сыну!” Я спросил: “Кто это?” (Джибриль) ответил: “Это Ибрахим”».(Ибн Шихаб) сообщил, что Ибн ‘Аббас, да будет доволен Аллах ими обоими, и Абу Хабба аль-Ансари, да будет доволен им Аллах, передавали, что Пророк ﷺ сказал: «А затем (Джибриль) вознёсся со мной так высоко, что я услышал скрип перьев».Ибн Хазм и Анас ибн Малик передали, что Пророк ﷺ сказал: «И Аллах вменил в обязанность (членам) моей общины совершение пятидесяти молитв (ежедневно), а когда на обратном пути с этим велением я проходил мимо Мусы, он спросил: “Какие обязанности (Аллах) возложил через тебя на (членов) твоей общины?” Я ответил: “Он обязал (их совершать ежедневно по) пятьдесят молитв”. (Муса) сказал: “Возвращайся к твоему Господу, ибо, поистине, община твоя не вынесет этого!” Я снова обратился (к Нему), и Он уменьшил (это количество) наполовину, а потом я вернулся к Мусе и сказал ему: “Он уменьшил это количество наполовину”. (Муса) сказал: “Обратись к твоему Господу снова, ибо, поистине, община твоя не вынесет этого!” Я снова обратился (к Нему), и Он уменьшил (это количество) наполовину, а потом я вернулся к Мусе. Он сказал: “Возвращайся к твоему Господу снова, ибо, поистине, община твоя не вынесет этого!” и я снова обратился к (Аллаху), Который сказал: “(В мире дольнем будет) пять, а (здесь) пятьдесят, ибо слово Моё неизменно!” И я вернулся к Мусе, который сказал: “Обратись к твоему Господу!” однако я сказал: “Мне стыдно перед моим Господом!” Потом (Джибриль) повёл меня дальше, приведя к лотосу крайнего предела, цвета которого не поддаются описанию, а потом я был введён в Рай, где увидел ожерелья из жемчуга и землю из мускуса»
