collection||Sahih Muslim
hadith|166a|
hadith|166b|இப்னு அப்பாஸ் (ரலி) அவர்கள் கூறியதாவது: நாங்கள் அல்லாஹ்வின் தூதர் (ஸல்) அவர்களுடன் மக்காவுக்கும் மதீனாவுக்குமிடையே பயணம் செய்துகொண்டிருந்தபோது ஒரு பள்ளத்தாக்கைக் கடந்து சென்றோம். அப்போது அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "இது எந்தப் பள்ளத்தாக்கு?" என்று கேட்டார்கள். மக்கள், "அல்அஸ்ரக் பள்ளத்தாக்கு" என்று பதிலளித்தனர். அப்போது அவர்கள், "மூசா (அலை) அவர்கள் தம் இருவிரல்களைக் காதுகளுக்குள் நுழைத்தவர்களாக உரத்த குரலில் தல்பியாச் சொன்னபடி இந்தப் பள்ளத்தாக்கைக் கடந்து சென்றுகொண்டிருப்பதை நான் (இப்போதும்) காண்பதைப் போன்று உள்ளது" என்று கூறினார்கள். -அப்போது மூசா (அலை) அவர்களது நிறத்தைப் பற்றியும் முடியைப் பற்றியும் ஏதோ குறிப்பிட்டார்கள். ஆனால் அது அறிவிப்பாளர் தாவூத் (ரஹ்) அவர்களது நினைவிலில்லை.- பிறகு நாங்கள் பயணம் செய்து ஒரு மலைக் குன்றுக்கு வந்துசேர்ந்தோம். அப்போது "இது எந்த மலைக் குன்று?" என்று அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கேட்டார்கள். மக்கள், "ஹர்ஷா" அல்லது "லிஃப்த்" என்று பதிலளித்தனர். அப்போது, "யூனுஸ் (அலை) அவர்கள் சிவப்பு நிற ஒட்டகத்தின் மீது கம்பளி நீளங்கி அணிந்தவர்களாக தல்பியா சொன்னவாறு இந்த (மலைக் குன்றின்) பள்ளத்தாக்கைக் கடந்துசெல்வதை நான் (இப்போதும்) பார்ப்பதைப் போன்று உள்ளது. அவர்களது ஒட்டகத்தின் கடிவாளம் ஈச்ச நார் (கொண்டு பின்னப்பட்டது) ஆகும்" என்று சொன்னார்கள். அத்தியாயம் :
hadith|166c|முஜாஹித் (ரஹ்) அவர்கள் கூறியதாவது: நாங்கள் இப்னு அப்பாஸ் (ரலி) அவர்களிடம் இருந்தோம். அப்போது மக்கள் (இறுதிக் காலத்தில் வரவிருக்கும் மகா பொய்யனான) தஜ்ஜாலைப் பற்றி பேசிக்கொண்டிருந்தார்கள். அப்போது ஒருவர், "அவனுடைய இரு கண்களுக்குமிடையே "காஃபிர்" (இறைமறுப்பாளன்) என எழுதப்பட்டிருக்கும்" என்று சொன்னார். இப்னு அப்பாஸ் (ரலி) அவர்கள் கூறினார்கள்: நான் இவ்வாறு கேள்விப்பட்டதில்லை. ஆனால், நபி (ஸல்) அவர்கள், "(இறைத்தூதர்) இப்ராஹீம் (அலை) அவர்கள் எத்தகைய உருவ அமைப்பில் இருந்தார்கள் என்று அறிய வேண்டுமென்றால் உங்கள் தோழரை (என்னை)ப் பாருங்கள். மூசா (அலை) அவர்கள் எத்தகையவர் என்றால், அவர்கள் மாநிறமுடையவர்கள்; சுருள் முடி கொண்டவர்கள்; ஈச்ச நாரினால் மூக்கணாங்கயிறு இடப்பட்ட சிவப்பு ஒட்டகம் ஒன்றின் மீது பயணம் செய்தபடி இருப்பார்கள். அவர்கள் (ஹஜ் செய்ய) தல்பியா கூறியபடி இந்த (அல்அஸ்ரக்) பள்ளத்தாக்கில் இறங்கியபோது (அவர்களைக் கண்டேன். அந்தக் காட்சியை) நான் (இப்போதும்) பார்ப்பதைப் போன்று உள்ளது" என்று சொன்னார்கள். அத்தியாயம் :
hadith|167|அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறினார்கள். இறைத்தூதர்கள் எனக்குக் காட்டப்பட்டனர். மூசா (அலை) அவர்கள் (யமனியர்களான) “ஷனூஆ” குலத்தைச் சேர்ந்த மனிதரைப் போன்று உயரமான மனிதராக இருந்தார்கள். மர்யமின் மைந்தர் ஈசா (அலை) அவர்களையும் நான் பார்த்தேன். அவர்கள் (என் தோழர்) உர்வா பின் மஸ்ஊதுக்கு மிக நெருக்கமான சாயலுடையவராக இருந்தார்கள். இப்ராஹிம் (அலை) அவர்களையும் நான் பார்த்தேன். அவர்கள் உங்கள் தோழருக்கு (எனக்கு) மிக நெருக்கமான சாயலுடையவராக இருந்தார்கள். (வானவர்) ஜிப்ரீல் (அலை) அவர்கள் (என் தோழர்) தஹ்யா அவர்களுக்கு மிக நெருக்கமான சாயலுடையவராக இருந்தார்கள். இதை ஜாபிர் (ரலி) அவர்கள் அறிவிக்கிறார்கள். இந்த ஹதீஸ் இரு அறிவிப்பாளர் தொடர்களில் வந்துள்ளது. அவற்றில், முஹம்மத் பின் ரும்ஹூ (ரஹ்) அவர்களது அறிவிப்பில், “தஹ்யா பின் கலீஃபா அவர்களுக்கு”’’ என்று (தந்தை பெயரும் இணைத்து) கூறப்பெற்றுள்ளது. அத்தியாயம் :
hadith|168|அபூஹூரைரா (ரலி) அவர்கள் கூறியதாவது: நபி (ஸல்) அவர்கள், (விண்ணுலகப்) பயணத்திற்காக அழைத்துச் செல்லப்பட்ட இரவில் நடந்தவற்றை விவரித்துக் கூறியபடி, “நான் மூசா (அலை) அவர்களைச் சந்தித்தேன்” என்று கூறிவிட்டு அவர்(களின் அங்க அடையாளங்)களை வர்ணித்தார்கள்.(அப்போது கூறினார்கள்:) மூசா (அலை) அவரகள் (யமனியர்களான) ஷனூஆ குலத்தைச் சேர்ந்தவர்களில் ஒருவரைப் போன்று ஒல்லியாக, தலைமுடி தொங்கலாக (வாரி) விட்டிருப்பராக இருந்தார்கள். (தொடர்ந்து நபி (ஸல் அவர்கள்) நான் ஈசா (அலை) அவர்களைச் சந்தித்தேன்” என்று கூறிவிட்டு, அவர்(களின் அங்க அடையாளங்)களை வர்ணித்தார்கள்; சிவப்பு நிறமுடையவர்களாக, நடுத்தர உயரம் கொண்டவர்களாக, (அப்போதுதான்) குளியலறையிலிருந்து வெளியே வந்தவரைப் போன்று அவர்கள் இருந்தார்கள். மேலும், நான் இப்ராஹீம் (அலை) அவர்களைப் பார்த்தேன். நான்தான் அவர்களுடைய வழித் தோன்றல்களிலேயே சாயலில் அவர்களுக்கு மிகவும் நெருக்கமானவனாக இருக்கின்றேன். (அந்த பயணத்தில்) என்னிடம் இரு பாத்திரங்கள் கொண்டுவரப்பட்டன. அவற்றில் ஒன்றில் பாலும் மற்றொன்றில் மதுவும் இருந்தது. “நீங்கள் விரும்பியதை எடுத்துக்கொள்ளுங்கள்” என்று என்னிடம் சொல்லப்பட்டது. நான் பாலை எடுத்து பருகினேன். அப்போது, “நீங்கள் இயற்கையான வழியில் செலுத்தப்பட்டுவிட்டீர்கள்” அல்லது “நீங்கள் இயற்கை மரபை பெற்றுக்கொண்டீர்கள்”. நீங்கள் மதுவை எடுத்துக் கொண்டிருந்தால் உங்கள் சமுதாயம் வழி தவறிப்போயிருக்கும்” என்று என்னிடம் சொல்லப்பட்டது. இந்த ஹதீஸ் இரு அறிவிப்பாளர் தொடர்களில் வந்துள்ளது. அத்தியாயம் :
chapter||
hadith|169a|
hadith|169b|
hadith|169c|அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறினார்கள்: நான் (கனவில்) இறையில்லம் கஅபா அருகில் மாநிறமுடைய, படிய வாரப்பட்ட தலை முடியுடைய ஒரு மனிதரைக் கண்டேன். அவர் இரு மனிதர்கள் மீது தம் இரு கைகளை வைத்துக்கொண்டிருந்தார்; “அவருடைய தலையிலிருந்து தண்ணீர் வழிந்து கொண்டிருந்தது” அல்லது அவருடைய தலையிலிருந்து தண்ணீர் சொட்டிக்கொண்டிருந்தது”. நான் “இவர் யார்?” என்று கேட்டேன். அதற்கு, “மர்யமின் மைந்தர் ஈசா’ அல்லது “மர்யமின் மைந்தர் மஸீஹ்’ என்று பதிலளித்தார்கள். இவற்றில் எதை அல்லாஹ்வின் தூதர்(ஸல்) அவர்கள் குறிப்பிட்டார்கள் என்று எங்களுக்குத் தெரியாது,அவருக்குப் பின்னால் சிவப்பு நிறைமுடைய, சுருள்முடி கொண்ட, வலக் கண் குருடான ஒரு மனிதனை நான் பார்த்தேன். அவன் நான் பார்த்தவர்களிலேயே இப்னு கத்தனுக்கு மிக நெருக்கமான சாயலுடையவனாக இருந்தான். நான், “இவன் யார்?” என்று கேட்டேன்.”(இவன்) “தஜ்ஜால்’’’’””” எனும் மஸீஹ்” என்று பதிலளித்தார்கள். இதை இப்னு உமர் (ரலி) அவர்கள் அறிவிக்கிறார்கள். அத்தியாயம் :
hadith|170|அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறினார்கள்; (நான் இரவின் சிறு பகுதியில் புனித கஅபாவிலிருந்து பைத்துல் மகதிஸ் (ஜெருசலேம்) வரை சென்று வந்த தகவலைச் சொன்ன சமயம்) குறைஷியர் என்னை நம்ப மறுத்தனர், அப்போது நான் (கஅபாவில்) “ஹிஜ்ர்” எனும் (வளைந்த பகுதியில் நின்றிருந்தேன். அல்லாஹ் எனக்கு அப்போது பைத்துல் மக்திஸைக் காட்சியளிக்கச் செய்தான். உடனே நான் அதைப் பார்த்தபடியே அதன் அடையாளங்களைக் குறைஷியருக்கு விவரிக்கலானேன். இதை ஜாபிர் பின் அப்தில்லாஹ் (ரலி) அவர்கள் அறிவிக்கிறார்கள். அத்தியாயம் :
hadith|171|அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறினார்கள்: நான் உறங்கிக்கொண்டிருக்கையில் (கனவில்) இறையில்லம் கஅபாவைச் சுற்றி நான் (தவாஃப்) வந்துகொண்டிருப்பதைக் கண்டேன். அங்கு மாநிறமுடைய, படிய வாரப்பட்ட தலைமுடி கொண்ட ஒருவர் இரண்டு மனிதர்களுக்கிடையே இருந்தார். “அவருடைய தலையிலிருந்து தண்ணீர் சொட்டிக்கொண்டிருந்தது’ அல்லது ”அவருடைய தலையிலிருந்து தண்ணீர் கொட்டிக்கொண்டிருந்தது.” நான், “இவர் யார்?” என்று கேட்டேன். “இவர்தாம் மர்யமின் மைந்தர்” என்று பதிலளித்தார்கள். பிறகு நான் திரும்பிச் சென்ற போது சிவப்பான, உடல் பருத்த, சுருள்முடி கொண்ட, (ஒரு) கண் குருடான மனிதன் ஒருவன் அங்கிருந்தான். அவனது கண் (ஒரே குலையில்) துருத்திக் கொண்டிருக்கும் திராட்சை போன்றிருந்தது.நான், “இவன் யார்?” என்று கேட்டேன். “தஜ்ஜால்’ என்று பதிலளித்தார்கள், மக்களிலேயே அவனுக்கு மிக நெருக்கமான சாயலுடையவர் இப்னு கத்தன் தாம்.- இதை அப்துல்லாஹ் பின் உமர் (ரலி) அவர்கள் அறிவிக்கிறார்கள்: அத்தியாயம் :
hadith|172|அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறினார்கள். நான் (கஅபாவிலோ ஹிஜ்ர் எனும் (வளைந்த) பகுதியில் இருந்தேன். நான் (இரவின் ஒரு சிறு பகுதியில் மக்காவிலிருந்து பைத்துல் மக்திஸ் – ஜெருசலேம் வரை) பயணம் மேற்கொண்டது பற்றி என்னிடம் குறைஷியர் கேள்வி கேட்டுக்கொண்டிருந்தனர். அப்போது பைத்துல் மக்திஸிலுள்ள சில பொருட்களைப் பற்றி என்னிடம் அவர்கள் கேட்டனர். ஆனால், அவை என் நினைவிலிருக்கவில்லை. அப்போது நான் மிகவும் வருந்தினேன். முன்பு எப்போதும் அந்த அளவுக்கு நான் வருந்தியதேயில்லை. உடனே அல்லாஹ் பைத்துல் மக்திஸை எனக்குக் காட்டினான். அதைப் பார்த்துக்கொண்டே அவர்கள் கேட்ட ஒவ்வொன்றுக்கும் (சரியான) தகவல் தெரிவித்தேன். (பைத்துல் மக்திஸில்) இறைத்தூதர்களில் ஒரு குழுவினர் இருந்தனர். அங்கு மூசா (அலை) அவர்கள் நின்று தொழுதுகொண்டிருந்தார்கள். அவர்கள் (யமனியர்களான) ஷனூஆ குலத்தைச் சேர்ந்த மனிதரைப் போன்று (உயரமாக) திரண்ட உடல் உள்ள மனிதராக இருந்தார்கள்.அங்கு மர்யமின் மைந்தர் ஈசா அவர்களும் நின்று தொழுதுகொண்டிருந்தார்கள். அவர்கள் மனிதர்களிலேயே (என் தோழர்) உர்வா பின் மஸ்ஊத் அஸ்ஸகஃபீ அவர்களுக்கு மிக நெருக்கமான சாயலுடையவராக இருந்தார்கள். அங்கு இப்ராஹீம் (அலை) அவர்களும் நின்று தொழுதுகொண்டிருந்தார்கள். மக்களில் அவர்களுக்கு மிக நெருக்கமான சாயல் உடையவர் உங்கள் தோழர் (நான்)தான். அப்போது (ஒரு) தொழுகையின் நேரம் வந்துவிடவே இறைதூதர்களுக்கு நான் தலைமை தாங்கித் தொழுகை நடத்தினேன்.தொழுது முடித்தபோது (என்னிடம்) ஒருவர், “முஹம்மதே! இதோ இவர்தாம் நகரத்தின் காவலர் மாலிக்.அவருக்கு சலாம் சொல்லுங்கள்! என்று கூறினார். நான் அவரை நோக்கித் திரும்பிய போது அவர் முந்திக் கொண்டு எனக்கு சலாம் சொல்லிட்டார்.-இதை அபூஹுரைரா (ரலி) அவர்கள் அறிவிக்கிறார்கள். அத்தியாயம் :
chapter||
hadith|173|அப்துல்லாஹ் பின் மஸ்ஊத் (ரலி) அவர்கள் கூறியதாவது: அல்லாஹ்வின் தூஹர் (ஸல்) அவர்கள் (விண்ணுலகப் பயணத்திற்காக)இரவில் அழைத்துச் செல்லப்பட்ட போது (வான் எல்லையிலுள்ள இலந்தை மரமான) சித்ரத்துல் முன்தஹா” வரை அவர்கள் கொண்டுசெல்லப்பட்டார்கள். அ(ந்த மரத்தில் வேர்பகுதியான)து ஆறாம் வானத்தில் அமைந்துள்ளது. பூமியிலிருந்து மேலே கொண்டு செல்லப்படும் (உயிர்கள், மனிதர்களின் செயல்கள் பற்றிய குறிப்புகள்) யாவும் அங்கு தான் சென்று சேர்கின்றன; அங்கே அவை கையகப்படுத்தப்படுகின்றன.அதற்கு மேலேயிருந்து கிழே கொண்டு வரப்படும் (இறைக்கட்டளைகள்) யாவும் அங்குதான் வந்து சேர்கின்றன; அங்கே (வானவர்களால்) அவை பெற்றுக்கொள்ளப்படுகின்றன. “சித்ரத்துல் முன்தஹா எனும் அம்மரத்தை ஏதோ (பிரமாண்டமான) ஒன்று சூழ்ந்து கொண்டிருக்கிறது” எனும் (53:16 ஆவது) வசனம் தங்கத்தாலான விட்டில் பூச்சிகளையே குறிக்கிறது. அப்போது அல்லாஹ்வின் தூதர் (ஸல்) அவர்களுக்கு முன்று(கட்டளைகள்) வழங்கப்பட்டன. அவையாவன: 1. ஐவேளைத்தொழுகைகள் வழங்கப்பட்டன. 2. அல்பகரா அத்தியாயத்தின் இறுதி (மூன்று) வசன்ங்கள் அருளப்பெற்றன. 3. அவர்களுடைய சமுதாயத்தாரில் அல்லாஹ்வுக்கு இணையேதும் வைக்காதவர்களுக்குப் பேரழிவை ஏற்படுத்தும் பெரும்பாவங்கள் மன்னிக்கப்(படுவதாக அறிவிக்கப்)பட்டது. இந்த ஹதீஸ் மூன்று அறிவிப்பாளர் தொடர்களில் வந்துள்ளது. அத்தியாயம் :
hadith|174a|
hadith|174b|
hadith|174c|
chapter||
hadith|175|அதாஉ பின் அபீரபாஹ் (ரஹ்) அவர்கள் கூறியதாவது: "நிச்சயமாக அவர் மற்றொரு முறையும் அவரைக் கண்டார்" எனும் (53:13ஆவது) வசனம், "நபி (ஸல்) அவர்கள் (வானவர்) ஜிப்ரீல் (அலை) அவர்களைப் பார்த்ததையே குறிக்கிறது" என்று அபூஹுரைரா (ரலி) அவர்கள் கூறினார்கள். அத்தியாயம் :
hadith|176a|
hadith|176b|
hadith|176c|அபுல் ஆலியா (ரஹ்) அவர்கள் கூறியதாவது: “(நபியின்) உள்ளம், அவர் கண்டது தொடர்பாகப் பொய்யுரைக்கவில்லை” (53:11), “நிச்சயமாக அவர் மற்றொரு முறையும் அவனைக் கண்டார்” (53:13), ஆகிய வசனங்கள் குறித்து இப்னு அப்பாஸ் (ரலி) அவர்கள் (பின்வருமாறு) கூறினார்கள்: நபி (ஸல்) அவர்கள் தம் இறைவனை இரண்டு முறை தமது அகத்தால் பார்த்தார்கள். இந்த ஹதீஸ் இரு அறிவிப்பாளர்தொடர்களில் வந்துள்ளது. அத்தியாயம் :
hadith|177a|
hadith|177b|மேற்கண்ட ஹதீஸ் மற்றோர் அறிவிப்பாளர்தொடர் வழியாகவும் வந்துள்ளது. அதில் கீழ்க்காணும் தகவல் அதிகப்படியாக இடம்பெற்றுள்ளது: ஆயிஷா (ரலி) அவர்கள் கூறினார்கள்: முஹம்மத் (ஸல்) அவர்கள் தமக்கு அருளப்பெற்ற (வேதத்)திலிருந்து எதையும் மறைப்பவராக இருந்தால், பின்வரும் வசனத்தை மறைத்திருப்பார்கள்: (நபியே!) எவருக்கு அல்லாஹ்வும் அருள்புரிந்து நீங்களும் அவர்மீது உபகாரம் புரிந்தீர்களோ, அவரிடத்தில் நீங்கள், "அல்லாஹ்வுக்குப் பயந்து நீர் உம் துணைவியை (மணவிலக்குச் செய்துவிடாமல்) உம்மிடமே நிறுத்திவைத்துக்கொள்ளும்" என்று சொன்னபோது, அல்லாஹ் வெளிப்படுத்த இருந்ததை மனிதர்களுக்குப் பயந்து நீங்கள் உங்களது மனத்தில் மறைத்துவைத்தீர்கள்; அல்லாஹ்வே நீங்கள் அஞ்சுவதற்கு மிகவும் தகுதியுடையோன். (33:37) அத்தியாயம் :
hadith|177c|மேற்கண்ட (287ஆவது) ஹதீஸ் மற்றோர் அறிவிப்பாளர்தொடர் வழியாகவும் வந்துள்ளது. அதில், மஸ்ரூக் (ரஹ்) அவர்கள், "நான் ஆயிஷா (ரலி) அவர்களிடம் "முஹம்மத் (ஸல்) அவர்கள் தம் இறைவனைப் பார்த்தார்களா?" என்று கேட்டேன். அதற்கு அவர்கள், "அல்லாஹ் தூயவன். நீர் கூறியதைக் கேட்டு என் ரோமம் சிலிர்த்துவிட்டது..." என்று கூறியதாக ஹதீஸ் துவங்குகிறது. (இது தொடர்பான அறிவிப்புகளில்) மேற்கண்ட (287ஆவது) ஹதீஸே முழுமையானதும் விரிவானதும் ஆகும். அத்தியாயம் :
hadith|177d|
chapter||
hadith|178a|
hadith|178b|
chapter||
hadith|179a|
hadith|179b|மேற்கண்ட ஹதீஸ் மற்றோர் அறிவிப்பாளர்தொடர் வழியாகவும் வந்துள்ளது. அதில், "அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் எங்களிடையே நின்று நான்கு விஷயங்களைச் சொன்னார்கள்" என்று இடம்பெற்றுள்ளது. மேலும் அதில் "அவனுடைய படைப்பினங்கள்" எனும் சொற்றொடர் இடம்பெறவில்லை. "ஒளியே அவனது திரையாகும்" என்று இடம்பெற்றுள்ளது. அத்தியாயம் :
hadith|179c|அபூமூசா (ரலி) அவர்கள் கூறியதாவது: அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் எங்களிடையே நின்று நான்கு விஷயங்களைச் சொன்னார்கள்: 1) அல்லாஹ் உறங்கமாட்டான்; உறங்குவது அவனுக்குத் தகாது. 2) அவன் தராசை உயர்த்துகிறான்; தாழ்த்துகிறான். 3)(மனிதன்) பகலில் புரிந்த செயல், இரவில் இறைவனிடம் மேலே கொண்டுசெல்லப்படுகிறது. 4) (மனிதன்) இரவில் புரிந்த செயல் பகலில் அவனிடம் மேலே கொண்டுசெல்லப்படுகிறது. இந்த ஹதீஸ் இரு அறிவிப்பாளர்தொடர்களில் வந்துள்ளது. அத்தியாயம் :
chapter||
hadith|180|
hadith|181a|
hadith|181b|
chapter||
hadith|182a|
hadith|182b|மேற்கண்ட ஹதீஸ் அபூஹுரைரா (ரலி) அவர்களிடமிருந்தே மேலும் இரு அறிவிப்பாளர் தொடர்கள் வழியாகவும் வந்துள்ளது. அவற்றில் பின்வருமாறு ஹதீஸ் துவங்குகிறது: நபி (ஸல்) அவர்களிடம் மக்கள் "அல்லாஹ்வின் தூதரே, மறுமை நாளில் எங்கள் இறைவனை நாங்கள் காண்போமா?" என்று கேட்டார்கள். மற்ற விவரங்கள் மேற்கண்ட ஹதீஸில் உள்ளவாறே இடம் பெற்றுள்ளன. அத்தியாயம் :
hadith|182c|ஹம்மாம் பின் முனப்பிஹ் (ரஹ்) அவர்கள் கூறியதாவது: இவை அபூஹுரைரா (ரலி) அவர்கள் எங்களுக்கு அறிவித்த ஹதீஸ்களாகும். அவற்றில் இந்த ஹதீஸும் ஒன்றாகும். அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறினார்கள்: சொர்க்கத்தில் உங்களில் ஒருவரது குறைந்தபட்சத் தகுதி என்னவென்றால், "நீ (இன்னதை) ஆசைப்படு" என்று அவரிடம் (இறைவன்) சொல்வதாகும். அப்போது அவர் ஒவ்வொன்றாக ஆசைப்படுவார். (இறுதியில்) அவரிடம், "ஆசைப்பட்டு (முடித்து)விட்டாயா?" என்று இறைவன் கேட்பான். அதற்கு அவர், "ஆம்" என்று பதிலளிப்பார். அப்போது அவரிடம், "நீ ஆசைப்பட்டதும் அத்துடன் அதைப் போன்றதும் உனக்குக் கிடைக்கும்" என்று இறைவன் கூறுவான். அத்தியாயம் :
hadith|183a|
hadith|183b|
hadith|183c|மேற்கண்ட ஹதீஸ் மற்றோர் அறிவிப்பாளர் தொடர் வழியாகவும் வந்துள்ளது. அதில் வந்துள்ள வாசகங்களில் சிறிது கூடுதல் குறைவு காணப்படுகிறது. அத்தியாயம் :
chapter||
hadith|184a|
hadith|184b|
hadith|185a|
hadith|185b|
chapter||
hadith|186a|
hadith|186b|அப்துல்லாஹ் பின் மஸ்ஊத் (ரலி) அவர்கள் கூறியதாவது: அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் (நரகவாசிகளின் நிலை குறித்துப் பின்வருமாறு) கூறினார்கள்: நரகவாசிகளில் இறுதியாக நரகத்திலிருந்து வெளியேறுபவர் யார் என்பதை நான் நன்கறிவேன். நரகத்திலிருந்து தவழ்ந்தபடி வெளியேறுகின்ற ஒரு மனிதரே அவர். அவரிடம், "நீ சென்று சொர்க்கத்தில் நுழைந்து கொள்" என்று கூறப்படும். அவர் சென்று சொர்க்கத்தில் நுழைவார். அங்கு மக்கள் தத்தமது இருப்பிடங்களைப் பிடித்துக் கொண்டிருப்பதை அவர் காண்பார். அவரிடம், "நீ கடந்து வந்த காலத்தை நினைவுகூருகிறாயா?" என்று கேட்கப்படும். அதற்கு அவர், "ஆம்" என்பார். "நீ (இன்ன இன்னதை) ஆசைப்படலாம்" என்று கூறப்படும். அவர் அவ்வாறே ஆசைப்படுவார். அவரிடம், "நீ ஆசைப்பட்டதும் உனக்குக் கிடைக்கும்; உலகத்தைப் போன்று பத்து மடங்கும் உனக்குக் கிடைக்கும்" என்று கூறப்படும். உடனே அவர், "அரசனாகிய நீ என்னைப் பரிகாசம் செய்கிறாயா?" என்று கேட்பார். (இதைக் கூறும்போது) அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் தம் கடைவாய்ப் பற்கள் தெரியச் சிரித்ததை நான் பார்த்தேன். அத்தியாயம் :
hadith|187|
chapter||
hadith|188|
hadith|189a|
hadith|189b|மேற்கண்ட ஹதீஸ் மற்றோர் அறிவிப்பாளர் தொடர் வழியாகவும் வந்துள்ளது. அதில், "மூசா (அலை) அவர்கள் அல்லாஹ்விடம் சொர்க்கவாசிகளில் மிகத் தாழ்ந்த தரமுடைய மனிதரைப் பற்றிக் கேட்டார்கள்" என்று முஃகீரா (ரலி) அவர்கள் கூறியதாக ஹதீஸ் தொடங்குகிறது. அத்தியாயம் :
hadith|189c|
hadith|190a|
hadith|190b|மேற்கண்ட ஹதீஸ் மேலும் நான்கு அறிவிப்பாளர்தொடர்கள் வழியாகவும் வந்துள்ளது. அத்தியாயம் :
hadith|191a|
hadith|191b|ஜாபிர் (ரலி) அவர்கள் கூறியதாவது: "மக்களில் சிலரை அல்லாஹ் நரகத்திலிருந்து வெளியேற்றி,சொர்க்கத்திற்குள் அனுப்புவான்" என்று நபி (ஸல்) அவர்கள் கூறியதை நான் என் காதுபடக்கேட்டேன். அத்தியாயம் :
hadith|191c|ஹம்மாத் பின் ஸைத் (ரஹ்) அவர்கள் கூறியதாவது: நான் அம்ர் பின் தீனார் (ரஹ்) அவர்களிடம், "மக்களில் சிலரைப் பரிந்துரையின் பேரில் அல்லாஹ் நரகத்திலிருந்து வெளியேற்றுவான் என்று அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறியதாக ஜாபிர் பின் அப்தில்லாஹ் (ரலி) அவர்கள் அறிவிப்பதை நீங்கள் செவியுற்றீர்களா?" என்று கேட்டேன். அதற்கு அவர்கள், "ஆம்" என்றார்கள். அத்தியாயம் :
hadith|191d|அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறினார்கள்: (மக்களில்) சிலர் தம் முகத்தைச் சுற்றியுள்ள பகுதிகளைத் தவிர மற்ற (அங்கங்கள்) யாவும் கரிந்துவிட்டிருக்கும் நிலையில் நரகநெருப்பிலிருந்து வெளியேறி, சொர்க்கத்திற்குள் நுழைவார்கள். இதை ஜாபிர் பின் அப்தில்லாஹ் (ரலி) அவர்கள் அறிவிக்கிறார்கள். அத்தியாயம் :
