collection||Sahih Muslim
chapter||
hadith|1121a|
hadith|1121b|Telah menceritakan kepada kami [Abu Rabi' Az Zahrani] telah menceritakan kepada kami [Hammad bin Zaid] telah menceritakan kepada kami [Hisyam] dari [bapaknya] dari [Aisyah] radliallahu 'anha, bahwasanya; Hamzah bin Amru Al Aslami bertanya kepada Rasulullah shallallahu 'alaihi wasallam, "Wahai Rasulullah, saya seorang laki-laki yang kuat berpuasa dalam perjalanan. Apakah aku harus berpuasa dalam perjalanan?" Beliau menjawab: "Berpuasalah jika kamu mau, dan berbukalah jika kamu ingin berbuka." Dan telah menceritakannya kepada kami [Yahya bin Yahya] telah mengabarkan kepada kami [Abu Mu'awiyah] dari [Hisyam] dengan isnad ini, sebagaimana hadits Hammad bin Zaid. Dan telah menceritakan kepada kami [Abu Bakar bin Abu Syaibah] dan [Abu Kuraib] keduanya berkata, Telah menceritakan kepada kami [Ibnu Numair] -dan [Abu Bakar] berkata- telah menceritakan kepada kami [Abdurrahim bin Sulaiman] keduanya dari [Hisyam] dengan isnad ini, bahwa Hamzah berkata; "Saya adalah seorang yang kuat berpuasa, maka haruskah aku berpuasa ketika dalam perjalanan?
hadith|1121c|
hadith|1121d|
hadith|1121e|Telah menceritakan kepadaku [Abu Thahir] dan [Harun bin Sa'id Al Aili] -Harun berkata- Telah menceritakan kepada kami -sementara Abu Thahir berkata- telah mengabarkan kepada kami [Ibnu Wahb] telah mengabarkan kepadaku [Amru bin Harits] dari [Abul Aswad] dari [Urwah bin Zubair] dari [Abu Murawih] dari [Hamzah bin Amru Al Aslami] radliallahu 'anhu, bahwa ia berkata, "Wahai Rasulullah, aku kuat untuk berpuasa dalam perjalanan. Berdosakah jika aku berpuasa?" Rasulullah shallallahu 'alaihi wasallam menjawab: "Berbuka puasa saat dalam perjalanan merupakan rukhshah (keringanan) dari Allah. Siapa yang mengambilnya maka itu adalah baik, namun siapa yang lebih suka untuk berpuasa, maka tidak ada dosa atasnya." Harun berkata dalam haditsnya, "Itu adalah rukhshah." namun ia tidak menyebutkan; "Dari Allah
hadith|1122a|
hadith|1122b|Telah menceritakan kepada kami [Abdullah bin Maslamah Al Qa'nabi] telah menceritakan kepada kami [Hisyam bin Sa'd] dari [Utsman bin Hayyan Ad Dimasyqi] dari [Ummu Darda`] ia berkata, [Abu Darda`] berkata; "Kami telah ikut serta bersama Rasulullah shallallahu 'alaihi wasallam dalam suatu perjalan yang beliau lakukan. Saat itu, panas terik matahari begitu menyengat hingga seseorang meletakkan tangannya di atas kepala karena begitu panasnya. Dan di antara kami tidak ada yang berpuasa kecuali Rasulullah shallallahu 'alaihi wasallam dan Abdullah bin Rawahah
chapter||
hadith|1123a|
hadith|1123b|
hadith|1123c|
hadith|1123d|Telah menceritakan kepadaku [Harun bin Sa'id Al Aili] telah menceritakan kepada kami [Ibnu Wahb] telah mengabarkan kepadaku [Amru] bahwa [Abu Nadlr] telah menceritakan kepadanya bahwa [Umair Maula Ibnu Abbas] radliallahu 'anhuma telah menceritakan kepadanya bahwa [Ummul Fadl] radliallahu 'anhuma berkata; "Para sahabat merasa ragu apakah Rasulullah shallallahu 'alaihi wasallam berpuasa di hari Arafah. Sementara saat itu kami berada di sana bersama Rasulullah shallallahu 'alaihi wasallam, maka aku mengirimkan segelas susu pada beliau dan beliau pun meminumnya, padahal beliau saat itu berada di Arafah
hadith|1124|Telah menceritakan kepadaku [Harun bin Sa'id Al Aili] telah menceritakan kepada kami [Ibnu Wahb] telah mengabarkan kepadaku [Amru] dari [Bukair bin Al Asyajj] dari [Kuraib Maula Ibnu Abbas] radliallahu 'anhuma, dari [Maimunah] isteri Nabi shallallahu 'alaihi wasallam, bahwa ia berkata; Orang banyak ragu tentang puasa Rasulullah shallallahu 'alaihi wasallam di hari Arafah, lalu kukirim kepada secangkir susu -ketika itu beliau sedang berdiri (wukuf) di tempatnya- lalu susu itupun diminum, sedangkan orang banyak melihatnya
chapter||
hadith|1125a|
hadith|1125b|
hadith|1125c|Telah menceritakan kepadaku [Amru An Naqid] telah menceritakan kepada kami [Sufyan] dari [Az Zuhri] dari [Urwah] dari [Aisyah] radliallahu 'anha, bahwa pada hari 'Asyura` di masa Jahiliyah orang-orang Quraisy berpuasa. Maka ketika Islam datang, pada hari 'Asyura siapa pun boleh berpuasa dan juga boleh meninggalkannya
hadith|1125d|Telah menceritakan kepada kami [Harmalah bin Yahya] telah mengabarkan kepada kami [Ibnu Wahb] telah mengabarkan kepadaku [Yunus] dari [Ibnu Syihab] telah mengabarkan kepadaku [Urwah bin Zubair] bahwa [Aisyah] radliallahu 'anha berkata; "Rasulullah shallallahu 'alaihi wasallam telah memerintahkan untuk berpuasa pada hari 'Asyura` sebelum diwajibkannya puasa Ramadlan. Tatkalah puasa Ramadlan diwajibkan, maka pada hari 'Asyura` siapa saja boleh berpuasa dan siapa juga boleh berbuka
hadith|1125e|
hadith|1126a|
hadith|1126b|
hadith|1126c|Dan Telah menceritakan kepada kami [Qutaibah bin Sa'id] telah menceritakan kepada kami [Laits] -dalam riwayat lain- Dan Telah menceritakan kepada kami [Ibnu Rumh] telah mengabarkan kepada kami [Laits] dari [Nafi'] dari [Ibnu Umar] radliallahu 'anhuma bahwa suatu ketika disebutkanlah hari 'Asyura` di sisi Rasulullah shallallahu 'alaihi wasallam, maka Rasulullah shallallahu 'alaihi wasallam pun bersabda: "Itu adalah hari yang dijadikan orang-orang Jahiliyah untuk berpuasa, maka siapa di antara kalian yang suka berpuasa di hari itu silahkan, dan siapa yang tidak suka, maka tidaklah mengapa ia meninggalkannya
hadith|1126d|Telah menceritakan kepada kami [Abu Kuraib] telah menceritakan kepada kami [Abu Usamah] dari [Al Walid bin Katsir] telah menceritakan kepadaku [Nafi'] bahwa [Abdullah bin Umar] radliallahu 'anhuma telah menceritakan kepadanya bahwa ia mendengar Rasulullah shallallahu 'alaihi wasallam bersabda di hari 'Asyura`: "Sesungguhnya orang-orang Jahiliyah berpuasa di hari ini. Maka siapa yang suka berpuasa silahkan, dan siapa yang lebih suka meninggalkannya maka tidaklah mengapa." Maka Abdullah radliallahu 'anhu tidak pernah berpuasa di hari itu, kecuali memang bertepatan dengan hari puasanya. Dan telah menceritakan kepadaku [Muhammad bin Ahmad bin Abu Khalaf] telah menceritakan kepada kami [Rauh] -dalam riwayat lain- Telah menceritakan kepada kami [Abu Malik Ubaidullah bin Al Akhnas] telah mengabarkan kepadaku [Nafi'] dari [Abdullah bin Umar] radliallahu 'anhuma, ia berkata; Suatu ketika, disebutkanlah puasa hari 'Asyura` di sisi Rasulullah shallallahu 'alaihi wasallam. Maka ia pun menyebutkan hadits sebagaimana hadits Laits bin Sa'd
hadith|1126e|
hadith|1126f|
hadith|1127a|
hadith|1127b|
hadith|1127c|Dan Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] telah menceritakan kepada kami [Waki'] dan [Yahya bin Sa'id Al Qaththan] dari [Sufyan] -dalam riwayat lain- Dan telah menceritakan kepadaku [Muhammad bin Hatim] -lafazh juga miliknya- Telah menceritakan kepada kami [Yahya bin Sa'id] telah menceritakan kepada kami [Sufyan] telah menceritakan kepadaku [Zubaid Al Yami] dari [Umarah bin Umair] dari [Qais bin Sakn] bahwa Al Asy'ats bin Qais menemui [Abdullah] pada hari 'Asyura dan saat itu Abdullah sedang makan. Maka Abdullah pun berkata, "Wahai Abu Muhammad, marilah makan." Ia menjawab, "Saya sedang berpuasa." Abdullah berkata, "Dulu, kami berpuasa 'Asyura`, namun kemudian kami meninggalkannya
hadith|1127d|
hadith|1128|Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] telah menceritakan kepada kami [Ubaidullah bin Musa] telah mengabarkan kepada kami [Syaiban] dari [Asy'ats bin Abu Sya'tsa`] dari [Ja'far bin Abu Tsaur] dari [Jabir bin Samurah] radliallahu 'anhu, ia berkata: "Dulu Rasulullah shallallahu 'alaihi wasallam memerintahkan kami untuk berpuasa di hari 'Asyura` dan beliau selalu menganjurkan untuk selalu melakukannya, maka ketika puasa Ramadlan diwajibkan, beliau tidak lagi memerintahkan kami, dan tidak pula melarang kami dan tidak pula memperhatikan apakah kami berpuasa atau tidak
hadith|1129a|
hadith|1129b|
hadith|1129c|
hadith|1130a|
hadith|1130b|
hadith|1130c|
hadith|1130d|
hadith|1131a|
hadith|1131b|
hadith|1132a|
hadith|1132b|
chapter||
hadith|1133a|
hadith|1133b|
hadith|1134a|
hadith|1134b|Dan Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] dan [Abu Kuraib] keduanya berkata, Telah menceritakan kepada kami [Waki'] dari [Ibnu Abu Dzi`b] dari [Al Qasim bin Al Abbas] dari [Abdullah bin Umair] -sepertinya dia berkata- dari [Ibnu Abbas] radliallahu 'anhuma, ia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Seandainya tahun depan aku masih hidup, niscaya saya benar-benar akan berpuasa pada hari ke sembilan (Muharram)." Sementara dalam riwayat Abu Bakr ia berkata; Yakni pada hari 'Asyura
chapter||
hadith|1135|Telah menceritakan kepada kami [Qutaibah bin Sa'id] telah menceritakan kepada kami [Hatim bin Isma'il] dari [Yazid bin Abu Ubaid] dari [Salamah bin Al Akwa'] radliallahu 'anhu, bahwa ia berkata; Rasulullah shallallahu 'alaihi wasallam mengutus seorang laki-laki suku Aslam pada hari 'Asyura`dan memerintahkan padanya untuk mengumumkan kepada orang banyak; "Siapa yang belum puasa di hari ini, hendaklah ia berpuasa. Dan siapa yang telah terlanjur makan, hendaklah ia juga menyempurnakan puasanya sampai malam tiba
hadith|1136a|
hadith|1136b|
chapter||
hadith|1137|Dan Telah menceritakan kepada kami [Yahya bin Yahya] ia berkata, saya telah membacakan kepada [Malik] dari [Ibnu Syihab] dari [Abu Ubaid] Maula Ibnu Azhar, bahwa ia berkata; Saya pernah ikut serta dalam shalat Ied bersama [Umar bin Al Khaththab radliallahu 'anhu]. Saat itu, ia datang, lalu shalat kemudian menyampaikan khutbah seraya berkata, "Sesungguhnya dua hari ini, merupakan dua hari yang Rasulullah shallallahu 'alaihi wasallam telah melarang untuk berpuasa pada keduanya. Yakni, hari Iedul Fithri setelah puasa kalian, dan satu lagi adalah hari ketika kalian makan daging dari hewan kurban kalian
hadith|1138|Dan Telah menceritakan kepada kami [Yahya bin Yahya] ia berkata, saya telah membacakan kepada [Malik] dari [Muhammad bin Yahya bin Habban] dari [Al A'raj] dari [Abu Hurairah] radliallahu 'anhu, bahwa Rasulullah shallallahu 'alaihi wasallam telah melarang berpuasa pada dua hari, yaitu pada hari Iedul Adlha dan Iedul Fithr
hadith|827b|Telah menceritakan kepada kami [Qutaibah bin Sa'id] telah menceritakan kepada kami [Jarir] dari [Abdul Malik] ia adalah Ibnu Umair, dari [Qaza'ah] dari [Abu Sa'id] radliallahu 'anhu, ia berkata, saya mendengar satu hadits darinya, lalu kutanyakan padanya, "Apakah Anda mendengar ini langsung dari Rasulullah shallallahu 'alaihi wasallam?" ia menjawab, "Apakah aku akan berkata atas nama Rasulullah shallallahu 'alaihi wasallam sesuatu yang belum pernah aku dengar?" Ia melanjutkan berkata; Saya telah mendengar beliau bersabda: "Tidak boleh berpuasa pada dua hari; yaitu Iedul Adlha dan Iedul fithri dari bulan Ramadlan
hadith|827c|Dan Telah menceritakan kepada kami [Abu Kamil Al Jahdari] telah menceritakan kepada kami [Abdul Aziz bin Al Mukhtar] telah menceritakan kepada kami [Amru bin Yahya] dari [bapaknya] dari [Abu Sa'id Al Khudri] radliallahu 'anhu, bahwa Rasulullah shallallahu 'alaihi wasallam telah melarang puasa pada dua hari, yaitu; pada hari raya Iedul fithri dan An Nahr (Iedul Adlha)
hadith|1139|Dan Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] telah menceritakan kepada kami [Waki'] dari [Ibnu 'Aun] dari [Ziyad bin Jubair] ia berkata; Seorang laki-laki bertanya kepada [Ibnu Umar], "Aku telah benadzar untuk berpuasa sehari, dan ternyata puasa itu bertepatan dengan hari raya Iedul Adlha atau Iedul Fithri." Maka Ibnu Umar menjawab: "Allah Ta'ala telah memerintahkan untuk menunaikan Nadzar, namun Rasulullah shallallahu 'alaihi wasallam telah melarang untuk berpuasa di hari ini
hadith|1140|Dan Telah menceritakan kepada kami [Ibnu Numair] telah menceritakan kepada kami [bapakku] telah menceritakan kepada kami [Sa'd bin Sa'id] telah mengabarkan kepadaku [Amrah] dari [Aisyah] radliallahu 'anha, ia berkata; Rasulullah shallallahu 'alaihi wasallam melarang dua macam puasa; puasa di hari 'iedul fithri dan di hari 'iedul adlha
chapter||
hadith|1141a|
hadith|1141b|Dan Telah menceritakan kepada kami [Suraij bin Yunus] telah menceritakan kepada kami [Husyaim] telah mengabarkan kepada kami [Khalid] dari [Abu Malih] dari [Nubaisyah Al Hudzali] ia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Hari-hari Tasyriq adalah hari makan-makan dan minum." Telah menceritakan kepada kami [Muhammad bin Abdullah bin Numair] telah menceritakan kepada kami [Isma'il] yakni Ibnu Ulayyah dari [Khalid Al Hadzdza`] telah menceritakan kepadaku [Abu Qilabah] dari [Abu Al Malih] dari [Nubaisyah]. Khalid berkata; Saya menjumpai Abu Malih dan bertanya kepadanya, maka ia pun menceritakannya kepadaku, lalu ia menyebutkan dari Nabi shallallahu 'alaihi wasallam dengan hadits yang serupa dengan haditsnya Husyaim dan ia menambahkan; Dan dzikir kepada Allah
hadith|1142a|
hadith|1142b|
chapter||
hadith|1143a|
hadith|1143b|
hadith|1144a|
hadith|1144b|Dan telah menceritakan kepadaku [Abu Kuraib] telah menceritakan kepada kami [Husain] yakni Al Ju'fani dari [Za`idah] dari [Hisyam] dari [Ibnu Sirin] dari [Abu Hurairah] radliallahu 'anhu, dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Janganlah kalian mengkhususkan malam Jum'at dengan shalat malam di antara malam-malam yang lain, dan jangan pula dengan puasa, kecuali memang bertepatan dengan hari puasanya
chapter||
hadith|1145a|
hadith|1145b|Telah menceritakan kepadaku [Amru bin Sawwad Al 'Amiri] telah mengabarkan kepada kami [Abdullah bin Wahb] telah mengabarkan kepada kami [Amru bin Harits] dari [Bukair bin Al Asyajj] dari [Yazid] Maula Salamah bin Al Akwa', dari [Salamah Al Akwa'] radliallahu 'anhu, bahwa ia berkata; Dulu, ketika kami memasuki bulan Ramadlan pada masa Rasulullah shallallahu 'alaihi wasallam siapa saja yang ingin, maka ia berpuasa dan siapa yang tidak suka, maka ia akan berbuka dengan syarat membayar fidyah, peritstiwa itu terus terjadi hingga turunnya ayat: "Karena itu, barangsiapa di antara kamu hadir (di negeri tempat tinggalnya) di bulan itu, Maka hendaklah ia berpuasa pada bulan itu." (QS. Albaqarah)
chapter||
hadith|1146a|
hadith|1146b|
hadith|1146c|
hadith|1146d|
hadith|1146e|Dan telah menceritakan kepadaku [Muhammad bin Abu Umar Al Makki] telah menceritakan kepada kami [Abdul Aziz bin Muhammad Ad Darawardi] dari [Yazid bin Abdullah bin Al Had] dari [Muhammad bin Ibrahim] dari [Abu Salamah bin Abdurrahman] dari [Aisyah] radliallahu 'anha, bahwa ia berkata; "Pernah ada salah seorang dari kami, benar-benar ia berbuka (di bulan Ramadlan) pada zaman Rasulullah shallallahu 'alaihi wasallam, dan tidaklah ia mampu meng-qadla-nya bersama Rasulullah shallallahu 'alaihi wasallam hingga masuk bulan Sya'ban
chapter||
hadith|1147|Dan telah menceritakan kepadaku [Harun bin Sa'id Al Aili] dan [Ahmad bin Isa] keduanya berkata, Telah menceritakan kepada kami [Ibnu Wahb] telah mengabarkan kepada kami [Amru bin Harits] dari [Ubaidullah bin Ja'far] dari [Muhammad bin Ja'far bin Zubair] dari [Urwah] dari [Aisyah] radliallahu 'anha; Bahwa Rasulullah shallallahu 'alaihi wasallam bersabda: "Siapa yang meninggal, sedangkan ia masih memiliki hutang puasa, maka yang membayarnya adalah walinya
hadith|1148a|
hadith|1148b|Dan telah menceritakan kepadaku [Ahmad bin Umar Al Waki'i] telah menceritakan kepada kami [Husain bin Ali] dari [Za`idah] dari [Sulaiman] dari [Muslim Al Bathin] dari [Sa'id bin Jubair] dari [Ibnu Abbas] radliallahu 'anhuma, ia berkata; Seorang laki-laki mendatangi Nabi shallallahu 'alaihi wasallam dan berkata, "Sesungguhnya ibuku telah meninggal, padahal ia memiliki hutang puasa selama satu bulan. Apakah saya harus membayarkan untuknya?" beliau menjawab: "Sekiranya ibumu memiliki hutang uang, apakah kamu harus membayarnya?" laki-laki itu menjawab, "Ya, tentu." Beliau bersabda: "Kalau begitu, maka hutang kepada Allah adalah lebih berhak untuk dilunasi." Sualaiman berkata; Dan juga telah berkata; Al Hakam dan Salamah bin Kuhail semuanya. Dan kami dalam posisi duduk saat Muslim menceritakan hadits ini. Keduanya berkata, kami mendengar Mujahid menyebutkan hadits ini dari Ibnu Abbas. Dan Telah menceritakan kepada kami [Abu Sa'id Al Asyajj] telah menceritakan kepada kami [Abu Khalid Al Ahmar] telah menceritakan kepada kami [Al A'masy] dari [Salamah bin Kuhail] dan [Al Hakam bin Utaibah] dan [Muslim Al Bathin] dari [Sa'id bin Jubair] dan [Mujahid] dan [Atha`] dari [Ibnu Abbas] radliallahu 'anhuma dari Nabi shallallahu 'alaihi wasallam dengan hadits ini
hadith|1148c|
hadith|1148d|Dan Telah menceritakan kepada kami [Ishaq bin Manshur] dan [Ibnu Abu Khalaf] dan [Abdu bin Humaid] semuanya dari [Zakariya bin Adi] -[Abdu] berkata- telah menceritakan kepadaku [Zakariya bin Adi] telah mengabarkan kepada kami [Ubaidullah bin Amru] dari [Zaid bin Abu Unaisah] telah menceritakan kepada kami [Al Hakam bin Utaibah] dari [Sa'id bin Jubair] dari [Ibnu Abbas] radliallahu 'anhuma, ia berkata; Seorang wanita mendatangi Rasulullah shallallahu 'alaihi wasallam seraya berkata, "Wahai Rasulullah, sesungguhnya Ibuku telah meninggal, sedangkan beliau masih memiliki hutang puasa Nadzar, bolehkah aku membayarnya?" beliau menjawab: "Bagaimana menurutmu, jika ibumu memiliki hutang, lalu kamu membayarnya, apakah hal itu dapat melunasi hutangnya?" wanita itu menjawab, "Ya." Beliau bersabda: "Kalau begitu, berpuasalah untuknya
hadith|1149a|
hadith|1149b|
hadith|1149c|
hadith|1149d|
hadith|1149e|
chapter||
hadith|1150|Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] dan [Amru An Naqid] dan [Zuhair bin Harb] mereka berkata, Telah menceritakan kepada kami [Sufyan bin Uyainah] dari [Abu Zinad] dari [Al A'raj] dari [Abu Hurairah] radliallahu 'anhu, -Abu Bakr bin Abu Syaibah berkata- dan telah berkata Amru hingga sampai kepada Nabi shallallahu 'alaihi wasallam -sementara Zuhair berkata- dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Apabila salah seorang dari kalian diundang makan padahal ia sedang berpuasa, maka hendaklah ia mengatakan, 'Sesungguhnya, saya sedang berpuasa
chapter||
hadith|1151a|
chapter||
hadith|1151b|Telah menceritakan kepadaku [Harmalah bin Yahya At Tujibi] telah mengabarkan kepada kami [Ibnu Wahb] telah mengabarkan kepadaku [Yunus] dari [Ibnu Syihab] telah mengabarkan kepadaku [Sa'id bin Al Musayyab] bahwa ia mendengar [Abu Hurairah] radliallahu 'anhu berkata; Saya mendengar Rasulullah shallallahu 'alaihi wasallam bersabda: "Allah 'azza wajalla telah berfirman; 'Setiap amal anak Adam adalah teruntuk baginya, kecuali puasa, karena ia adalah bagi-Ku, dan Akulah yang akan membalasnya.' Maka demi Dzat yang jiwa Muhammad ada di tangan-Nya, sungguh, bau mulut orang yang berpuasa adalah lebih wangi di sisi Allah daripada wanginya kesturi
hadith|1151c|Telah menceritakan kepada kami [Abdullah bin Maslamah bin Qa'nab] dan [Qutaibah bin Sa'id] keduanya berkata, Telah menceritakan kepada kami [Al Mughirah Al Hizami] dari [Abu Zinad] dari [Al A'raj] dari [Abu Hurairah] radliallahu 'anhu, ia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Puasa adalah perisai (yang akan melindungi seseorang dari api neraka)
hadith|1151d|Dan telah menceritakan kepadaku [Muhammad bin Rafi'] telah menceritakan kepada kami [Abdurrazaq] telah mengabarkan kepada kami [Ibnu Juraij] telah mengabarkan kepadaku [Atha`] dari [Abu Shalih Az Zayyat] bahwa ia mendengar [Abu Hurairah] radliallahu 'anhu berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Allah 'azza wajalla telah berfirman; 'Setiap amal anak Adam adalah teruntuk baginya kecuali puasa. Puasa itu adalah bagi-Ku, dan Akulah yang akan memberinya pahala.' Dan puasa itu adalah perisai. Apabila kamu puasa, maka janganlah kamu merusak puasamu dengan rafats, dan jangan pula menghina orang. Apabila kamu dihina orang atau pun diserang, maka katakanlah, 'Sesungguhnya saya sedang berpuasa.' Demi Allah, yang jiwa Muhammad ada di tangan-Nya. Sesungguhnya bau mulut orang yang berpuasa lebih harum di sisi Allah pada hari kiamat kelak daripada wanginya kesturi. Dan bagi mereka yang berpuasa ada dua kebahagiaan. Ia merasa senang saat berbuka lantaran puasanya, dan senang pula saat berjumpa dengan Rabbnya juga karena puasanya
hadith|1151e|Dan Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] telah menceritakan kepada kami [Abu Mu'awiyah] dan [Waki'] dari [Al A'masy] Dan Telah menceritakan kepada kami [Zuhair bin Harb] telah menceritakan kepada kami [Jarir] dari [Al A'masy] -dalam riwayat lain- Dan Telah menceritakan kepada kami [Abu Sa'id Al Asyajj] -lafazh juga miliknya- Telah menceritakan kepada kami [Waki'] telah menceritakan kepada kami [Al A'masy] dari [Abu Shalih] dari [Abu Hurairah] radliallahu 'anhu, ia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Setiap amal anak Adam dilipatgandakan pahalanya. Satu macam kebaikan diberi pahala sepuluh hingga tujuh ratus kali. Allah 'azza wajalla berfirman; 'Selain puasa, karena puasa itu adalah bagi-Ku dan Akulah yang akan memberinya pahala. Sebab, ia telah meninggalkan nafsu syahwat dan nafsu makannya karena-Ku.' Dan bagi orang yang berpuasa ada dua kebahagiaan. Kebahagiaan ketika ia berbuka, dan kebahagiaan ketika ia bertemu dengan Rabb-Nya. Sesungguhnya bau mulut orang yang berpuasa lebih wangi di sisi Allah daripada wanginya kesturi
hadith|1151f|Dan Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] telah menceritakan kepada kami [Muhammad bin Fudlail] dari [Abu Sinan] dari [Abu Shalih] dari [Abu Hurairah] dan [Abu Sa'id] radliallahu 'anhuma, keduanya berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Sesungguhnya Allah 'azza wajalla telah berfirman; 'Puasa itu adalah bagi-Ku, dan Akulah yang akan memberinya pahala.' Bagi seorang yang berpuasa, maka baginya ada dua kebahagiaan, yaitu; kebahagiaan saat ia berbuka dan ketika ia berjumpa dengan Allah. Demi Dzat yang jiwa Muhmmad berada di tangan-Nya, bau mulut orang yang berpuasa adalah lebih wangi di sisi Allah daripada wanginya misk." Dan telah menceritakan kepadaku [Ishaq bin 'Umar bin Salith Al Hudzaili] Telah menceritakan kepada kami [Abdul Aziz bin Muslim] telah menceritakan kepada kami [Dlirar bin Murrah] -ia adalah Abu Sinan, dengan isnad ini ia berkata; dan ia mengatakan; "Ketika ia berjumpa dengan Allah, lalu Dia memberinya ganjaran hingga ia pun senang dan bahagia
hadith|1151g|
hadith|1152|Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] telah menceritakan kepada kami [Khalid bin Makhlad Al Qathawani] dari [Sulaiman bin Bilal] telah menceritakan kepadaku [Abu Hazim] dari [Sahl bin Sa'd] radliallahu 'anhu, ia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Di dalam surga ada satu pintu yang disebut Ar Rayyan. Orang-orang yang diperkenankan masuk surga melalui pintu pada hari kiamat kelak hanyalah orang-orang yang berpuasa, sedangkan yang lainnya tidak diperkenankan. Mereka akan dipanggil; 'Manakah orang-orang yang sering berpuasa? ' Dan bila orang yang terakhir dari mereka telah masuk, maka pintu itu pun segera ditutup, hingga tak seorang pun yang dapat memasukinya
chapter||
hadith|1153a|
hadith|1153b|
hadith|1153c|Dan telah menceritakan kepadaku [Ishaq bin Manshur] dan [Abdurrahman bin Bisyr Al 'Abdi] keduanya berkata, Telah menceritakan kepada kami [Abdurrazaq] telah mengabarkan kepada kami [Ibnu Juraij] dari [Yahya bin Sa'id] dan [Suhail bin Abu Shalih] bahwa keduanya mendengar [An Nu'man bin Abu Abbas Az Zuraqi] menceritakan dari [Abu Sa'id Al Khudri] radliallahu 'anhu, ia berkata; Saya mendengar Rasulullah shallallahu 'alaihi wasallam bersabda: "Barangsiapa yang berpuasa sehari di jalan Allah, maka Allah akan menjauhkan wajahnya dari api neraka sejauh tujuh puluh ribu musim
chapter||
hadith|1154a|
hadith|1154b|Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] telah menceritakan kepada kami [Waki'] dari [Thalhah bin Yahya] dari [bibiknya] Aisyah binti Thalhah, dari [Aisyah] Ummul Mukminin, ia berkata; Pada suatu, Nabi shallallahu 'alaihi wasallam menemui dan bertanya, "Apakah kamu mempunyai makanan?" kami menjawab, "Tidak." Beliau bersabda: "Kalau begitu, saya akan berpuasa." Kemudian beliau datang lagi pada hari yang lain dan kami berkata, "Wahai Rasulullah, kita telah diberi hadiah berupa Hais (makanan yang terbuat dari kura, samin dan keju)." Maka beliau pun bersabda: "Bawalah kemari, sungguhnya dari tadi pagi tadi aku berpuasa
chapter||
hadith|1155|Dan telah menceritakan kepadaku [Amru bin Muhamamd Naqid] telah menceritakan kepada kami [Isma'il bin Ibrahim] dari [Hisyam Al Qurdusi] dari [Muhamamd bin Sirin] dari [Abu Hurairah] radliallahu 'anhu, ia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Siapa yang makan dan minum karena lupa, sedangkan ia puasa, maka hendaklah diteruskannya puasanya itu, karena Allah telah memberinya makan dan minum
chapter||
hadith|1156a|
hadith|1156b|Telah menceritakan kepada kami [Ubaidullah bin Mu'adz] telah menceritakan kepada kami [bapakku] telah menceritakan kepada kami [Kahmas] dari [Abdullah bin Syaqiq] ia berkata, saya bertanya kepada [Aisyah] radliallahu 'anha, "Apakah Rasulullah shallallahu 'alaihi wasallam pernah berpuasa sebulan penuh?" Aisyah menjawab, "Setahuku beliau belum pernah berpuasa sebulan penuh kecuali pada bulan Ramadlan. Dan beliau juga belum pernah tidak puasa sebulan penuh diluar ramadhan hingga beliau shallallahu 'alaihi wasallam berpulang ke hadirat Allah
hadith|1156c|Dan telah menceritakan kepadaku [Abu Rabi' Az Zahrani] telah menceritakan kepada kami [Hammad] dari [Ayyub] dan [Hisyam] dari [Muhammad] dari [Abdullah bin Syaqiq] - [Hammad] berkata- saya menduga bahwa [Ayyub] telah mendengarnya dari [Abdullah bin Syaqiq], ia berkata; Saya pernah bertanya kepada [Aisyah] radliallahu 'anha, mengenai puasa Nabi shallallahu 'alaihi wasallam. Maka Aisyah menjawab, "Beliau berpuasa beberapa hari hingga kami mengira bahwa beliau akan puasa terus. Dan beliau berbuka beberapa hari hingga kami mengira beliau akan berbuka terus. Sejak beliau tiba di Madinah, aku tidak pernah melihat beliau puasa sebulan sembuh, kecuali Ramadlan." Dan Telah menceritakan kepada kami [Qutaibah] telah menceritakan kepada kami [Hammad] dari [Ayyub] dari [Abdullah bin Syaqiq] ia berkata; Saya pernah bertanya kepada [Aisyah] radliallahu 'anha, yakni dengan hadits semisalnya. Sedangkan di dalam isnadnya ia tidak menyebutkan; Hisyam dan tidak pula Muhammad
hadith|1156d|
